,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
3260,3260,3.0,21.0,51.0,Woman,,,North West,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5081789313900593,2017-09-25 16:58:03,2017-09-25 17:02:50,Don’t know,Neither positive nor negative,Neither positive nor negative,Don't know,5.0,a Remainer,,,
3261,3261,3.0,22.0,45.0,Man,,,East Midlands,DK or did not vote,Did not vote,DK or did not vote,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",2.541119254140923,2017-09-25 17:42:37,2017-09-25 17:47:07,Don’t know,Neither positive nor negative,Neither positive nor negative,Fairly well,5.0,Neither a Leaver nor a Remainer,,,
3262,3262,3.0,23.0,79.0,Woman,,,South West,UKIP,Leave,Liberal Democrat,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9138811731512444,2017-09-25 16:29:55,2017-09-25 16:40:32,Right,Very positive effect,Neither positive nor negative,Fairly badly,5.0,Neither a Leaver nor a Remainer,,,
3263,3263,3.0,24.0,70.0,Woman,,,North West,Conservative,Remain,Liberal Democrat,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,Teaching qualification (not degree),,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8619689797667993,2017-09-25 21:29:22,2017-09-25 21:49:55,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,6.0,Neither a Leaver nor a Remainer,,,
3264,3264,3.0,25.0,54.0,Woman,,,South East,Conservative,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1155572585241678,2017-09-25 16:53:02,2017-09-25 16:58:41,Right,Neither positive nor negative,Neither positive nor negative,Don't know,7.0,Neither a Leaver nor a Remainer,,,
3265,3265,3.0,26.0,54.0,Man,,,London,Conservative,Remain,Conservative,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.5684358436741577,2017-09-25 19:49:49,2017-09-25 20:01:07,Wrong,Very negative effect,Somewhat negative effect,Very badly,4.0,a Remainer,,,
3266,3266,3.0,27.0,33.0,Man,,,East of England,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Charity/voluntary sector,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9999125313959812,2017-09-25 18:37:59,2017-09-25 18:44:54,Right,Very negative effect,Somewhat negative effect,Fairly badly,10.0,a Remainer,,,
3267,3267,3.0,28.0,42.0,Man,,,South East,DK or did not vote,Did not vote,Labour,Missing,,,,"under £5,000 per year",Not Asked or missing,20+,GCE A level or Higher Certificate,,E,Unemployed,Other,Other,1.455658781754968,2017-09-26 10:06:49,2017-09-26 10:13:39,Wrong,Very negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,,,
3268,3268,3.0,29.0,42.0,Man,,,East Midlands,Conservative,Leave,Conservative,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0505284970162834,2017-09-25 18:22:01,2017-09-25 18:38:59,Right,Somewhat positive effect,Don't know,Fairly badly,4.0,a Leaver,,,
3269,3269,3.0,30.0,65.0,Woman,,,East of England,UKIP,Leave,UKIP,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,16,Don't know,,E,Retired,Other,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.4112077840077814,2017-09-25 17:22:37,2017-09-25 17:37:03,Right,Very positive effect,Neither positive nor negative,Very badly,10.0,a Leaver,,,
3270,3270,3.0,31.0,57.0,Man,,,Wales,UKIP,Leave,UKIP,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,17-18,ONC,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8360684554216413,2017-09-25 17:26:46,2017-09-25 19:23:14,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,,,
3271,3271,3.0,32.0,66.0,Woman,,,South East,Conservative,Leave,Conservative,Missing,,,,Don't know,Not Asked or missing,15 or under,GCE A level or Higher Certificate,,E,Retired,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9505091058930176,2017-09-25 17:17:42,2017-09-25 17:24:42,Right,Somewhat negative effect,Neither positive nor negative,Fairly well,5.0,Neither a Leaver nor a Remainer,,,
3272,3272,3.0,33.0,47.0,Woman,,,South East,Conservative,Remain,Liberal Democrat,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,16,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.542329691659947,2017-09-25 17:45:55,2017-09-25 17:50:37,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,8.0,a Remainer,,,
3273,3273,3.0,34.0,37.0,Woman,,,Scotland,Other,Remain,Other,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.4508019146057326,2017-09-25 20:17:25,2017-09-25 20:37:02,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,2.0,a Remainer,,,
3274,3274,3.0,35.0,40.0,Woman,,,Wales,Green,Remain,Other,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.670394098334916,2017-09-25 20:20:57,2017-09-25 20:30:05,Wrong,Don't know,Don't know,Fairly badly,3.0,a Remainer,,,
3275,3275,3.0,36.0,30.0,Woman,,,East of England,DK or did not vote,Did not vote,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9861202878353776,2017-09-25 16:32:05,2017-09-25 16:36:43,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,8.0,a Leaver,,,
3276,3276,3.0,37.0,43.0,Woman,,,North West,Labour,Leave,Labour,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,D,Unemployed,Other,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.3765051576569631,2017-09-25 19:39:48,2017-09-25 19:48:50,Right,Neither positive nor negative,Neither positive nor negative,Don't know,6.0,a Leaver,,,
3277,3277,3.0,38.0,40.0,Man,,,East Midlands,Liberal Democrat,Leave,Liberal Democrat,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6660585222602653,2017-09-26 07:03:17,2017-09-26 07:18:32,Don’t know,Don't know,Don't know,Don't know,2.0,Neither a Leaver nor a Remainer,,,
3278,3278,3.0,39.0,36.0,Woman,,,South West,Green,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6921702342517629,2017-09-25 18:03:16,2017-09-25 18:10:17,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
3279,3279,3.0,40.0,77.0,Woman,,,East of England,Conservative,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,B,Retired,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9114584352472472,2017-09-25 20:29:09,2017-09-25 20:42:42,Right,Very positive effect,Don't know,Fairly badly,8.0,a Leaver,,,
3280,3280,3.0,41.0,79.0,Woman,,,North West,Conservative,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,B,Retired,Charity/voluntary sector,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9752146376075584,2017-09-25 19:08:18,2017-09-25 19:21:57,Right,Very positive effect,Somewhat positive effect,Fairly badly,5.0,a Leaver,,,
3281,3281,3.0,42.0,69.0,Woman,,,London,UKIP,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Retired,Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.6385050367891136,2017-09-25 19:43:10,2017-09-25 19:53:54,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,10.0,a Leaver,,,
3282,3282,3.0,43.0,56.0,Man,,,London,Conservative,Leave,Conservative,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,D,Working full time (30 or more hours per week),Charity/voluntary sector,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.0614571834439184,2017-09-26 06:03:52,2017-09-26 06:10:12,Right,Don't know,Don't know,Very badly,10.0,a Leaver,,,
3283,3283,3.0,44.0,69.0,Woman,,,South West,Conservative,Remain,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,City & Guilds certificate,,D,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8911806486416725,2017-09-25 19:36:01,2017-09-25 19:46:24,Don’t know,Somewhat positive effect,Neither positive nor negative,Fairly badly,3.0,a Remainer,,,
3284,3284,3.0,45.0,58.0,Man,,,North West,Green,Leave,Green,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Working full time (30 or more hours per week),Self-employed,Other,0.5816141794106174,2017-09-25 19:44:54,2017-09-25 20:09:17,Right,Somewhat positive effect,Neither positive nor negative,Very badly,6.0,Neither a Leaver nor a Remainer,,,
3285,3285,3.0,46.0,58.0,Woman,,,London,Green,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,Teaching qualification (not degree),,C2,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.4194637808746933,2017-09-25 16:16:49,2017-09-25 16:25:04,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
3286,3286,3.0,47.0,72.0,Man,,,South East,Conservative,Remain,Conservative,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,E,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.681585109487441,2017-09-26 08:10:09,2017-09-26 08:27:45,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,4.0,Neither a Leaver nor a Remainer,,,
3287,3287,3.0,48.0,58.0,Woman,,,London,Conservative,Remain,Liberal Democrat,Missing,,,,"£40,000 to £44,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Working part time (Less than 8 hours a week),Self-employed,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6737249379405187,2017-09-25 16:24:00,2017-09-25 16:32:55,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
3288,3288,3.0,49.0,74.0,Man,,,South East,Liberal Democrat,Remain,Green,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working part time (8-29 hours a week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6166833165585501,2017-09-25 21:44:04,2017-09-25 21:55:44,Wrong,Very negative effect,Somewhat negative effect,Fairly badly,6.0,a Remainer,,,
3289,3289,3.0,50.0,51.0,Man,,,Scotland,Other,Remain,Other,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,19,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.4203501408954068,2017-09-25 16:26:43,2017-09-25 16:56:26,Wrong,Somewhat positive effect,Somewhat negative effect,Very badly,1.0,Neither a Leaver nor a Remainer,,,
3290,3290,3.0,51.0,40.0,Man,,,East of England,DK or did not vote,Leave,Labour,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,19,"Other technical, professional or higher qualification",,C1,Working full time (30 or more hours per week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.2333820451417887,2017-09-25 20:59:59,2017-09-25 21:05:17,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,,,
3291,3291,3.0,52.0,60.0,Woman,,,North East,UKIP,Leave,DK or did not vote,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,19,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8026215716597549,2017-09-25 20:42:27,2017-09-25 20:48:02,Right,Very positive effect,Very positive effect,Fairly badly,10.0,a Leaver,,,
3292,3292,3.0,53.0,51.0,Man,,,North West,Labour,Remain,Labour,Missing,,,,Don't know,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8234742444336792,2017-09-25 18:02:49,2017-09-25 18:13:33,Wrong,Very negative effect,Somewhat negative effect,Very badly,3.0,a Remainer,,,
3293,3293,3.0,54.0,44.0,Woman,,,London,Green,Remain,Labour,Missing,,,,"under £5,000 per year",Not Asked or missing,17-18,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Charity/voluntary sector,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1468549573494689,2017-09-25 20:20:29,2017-09-25 20:28:05,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
3294,3294,3.0,55.0,69.0,Woman,,,South East,Conservative,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,No formal qualifications,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",1.0341840182773452,2017-09-25 16:37:41,2017-09-25 16:43:15,Right,Somewhat positive effect,Somewhat positive effect,Fairly badly,10.0,a Leaver,,,
3295,3295,3.0,56.0,74.0,Man,,,London,Conservative,Leave,Conservative,Missing,,,,"£50,000 to £59,999 per year",Not Asked or missing,19,"Other technical, professional or higher qualification",,A,Retired,Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1588084003949053,2017-09-25 16:23:45,2017-09-25 16:32:46,Right,Very positive effect,Very positive effect,Fairly well,9.0,a Leaver,,,
