age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
35,"Woman","North East","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Unemployed","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Don't know","Very badly",5,"a Remainer"
45,"Man","North East","Labour","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
53,"Woman","North East","DK or did not vote","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"a Remainer"
57,"Woman","North East","DK or did not vote","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
25,"Woman","North East","DK or did not vote","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"Neither a Leaver nor a Remainer"
23,"Man","North East","DK or did not vote","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
34,"Woman","North East","DK or did not vote","Remain","","","Prefer not to answer","Not Asked or missing","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
68,"Man","North East","DK or did not vote","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
27,"Woman","North East","DK or did not vote","Remain","","","Not Asked or missing","Not Asked or missing","98","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
26,"Man","North East","DK or did not vote","Remain","","","Not Asked or missing","Not Asked or missing","98","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Full time student","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
30,"Woman","North East","DK or did not vote","Remain","","","Not Asked or missing","Not Asked or missing","98","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working part time (8-29 hours a week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
36,"Woman","North West","Green","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
52,"Woman","North West","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Very badly",3,"a Remainer"
70,"Man","North West","Labour","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C1","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
57,"Man","North West","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"Neither a Leaver nor a Remainer"
51,"Woman","North West","DK or did not vote","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",3,"a Remainer"
83,"Man","North West","Labour","Remain","","","Don't know","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
68,"Man","North West","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
70,"Woman","North West","Green","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
81,"Man","North West","Conservative","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
47,"Man","North West","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly badly",5,"a Remainer"
76,"Woman","North West","Conservative","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Somewhat negative effect","Very badly",5,"Don’t know"
63,"Man","North West","Conservative","Remain","","","£60,000 to £69,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
62,"Man","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Charity/voluntary sector","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
70,"Woman","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
34,"Man","North West","DK or did not vote","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
39,"Man","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
56,"Man","North West","Labour","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
72,"Woman","North West","Conservative","Remain","","","Don't know","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
62,"Man","North West","Green","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","C1","Retired","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Neither positive nor negative","Very badly",1,"a Remainer"
31,"Woman","North West","Green","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
39,"Woman","North West","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
37,"Woman","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",8,"a Remainer"
35,"Man","North West","Liberal Democrat","Remain","","","£60,000 to £69,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
24,"Woman","North West","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
65,"Woman","North West","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
64,"Woman","North West","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","15 or under","No formal qualifications","C2","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
44,"Man","North West","Liberal Democrat","Remain","","","Prefer not to answer","Not Asked or missing","16","Other technical, professional or higher qualification","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
33,"Man","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","GCE A level or Higher Certificate","B","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very positive effect","Very negative effect","Very badly",0,"a Remainer"
67,"Woman","North West","Conservative","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",9,"a Remainer"
50,"Man","North West","Labour","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Neither positive nor negative","Very badly",0,"a Remainer"
24,"Woman","North West","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
25,"Woman","North West","DK or did not vote","Remain","","","Prefer not to answer","Not Asked or missing","Still at school/Full time student","GCE A level or Higher Certificate","C1","Working part time (Less than 8 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",8,"a Remainer"
25,"Man","North West","DK or did not vote","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","19","Don't know","D","Unemployed","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
57,"Man","North West","Liberal Democrat","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
64,"Woman","North West","Labour","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
65,"Woman","North West","Labour","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"Neither a Leaver nor a Remainer"
50,"Woman","North West","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
67,"Woman","North West","Labour","Remain","","","£50,000 to £59,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
57,"Woman","North West","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","A","Retired","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
32,"Woman","North West","Liberal Democrat","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
32,"Man","North West","Liberal Democrat","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","98","University diploma","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
69,"Man","North West","Conservative","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Don't know","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
71,"Man","North West","Liberal Democrat","Remain","","","Prefer not to answer","Not Asked or missing","16","ONC","B","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",6,"a Remainer"
45,"Woman","North West","DK or did not vote","Remain","","","under £5,000 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Not working","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
27,"Woman","North West","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
33,"Man","North West","DK or did not vote","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Don't know","Fairly badly",3,"a Remainer"
63,"Woman","North West","Liberal Democrat","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
26,"Woman","North West","DK or did not vote","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
27,"Woman","North West","DK or did not vote","Remain","","","£45,000 to £49,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",5,"Don’t know"
69,"Woman","North West","DK or did not vote","Remain","","","Not Asked or missing","Not Asked or missing","98","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
37,"Man","North West","Green","Remain","","","£45,000 to £49,999 per year","Not Asked or missing","20+","University diploma","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
52,"Woman","North West","DK or did not vote","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","A","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
