age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
55,"Man","West Midlands","Missing","Leave",1,"The Daily Mail / The Scottish Daily Mail","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very negative effect","Neither positive nor negative","Very badly",6,"a Leaver"
40,"Man","North West","Missing","Remain",6,"The Times","Don't know","Not Asked or missing","20+","Prefer not to say","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
36,"Man","North West","Missing","Leave",3,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
34,"Woman","East Midlands","Missing","Remain",7,"None","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working part time (8-29 hours a week)","Self-employed","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
51,"Man","East Midlands","Missing","Leave",7,"None","Prefer not to answer","Not Asked or missing","19","Don't know","E","Not working","Have never worked","Have never worked","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
51,"Woman","South West","Missing","Leave",3,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","D","Working part time (Less than 8 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly badly",6,"a Leaver"
41,"Woman","Scotland","Missing","Remain",3,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
75,"Woman","South East","Missing","Leave",10,"The Times","£15,000 to £19,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
45,"Man","London","Missing","Leave",10,"None","£30,000 to £34,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly well",8,"Neither a Leaver nor a Remainer"
75,"Woman","South West","Missing","Leave",3,"The Guardian","Prefer not to answer","Not Asked or missing","19","Other technical, professional or higher qualification","A","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",2,"a Leaver"
45,"Man","Scotland","Missing","Remain",0,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","Can't remember","Prefer not to say","D","Other","Other","Have never worked","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
46,"Man","East Midlands","Missing","Remain",10,"The Times","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",3,"a Remainer"
50,"Woman","Scotland","Missing","Remain",6,"The Independent","£35,000 to £39,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Don't know","Fairly badly",2,"a Remainer"
38,"Woman","West Midlands","Missing","Remain",10,"Other Newspaper","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",8,"a Remainer"
44,"Man","East of England","Missing","Leave",3,"None","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","Fairly badly",9,"a Leaver"
55,"Woman","South East","Missing","Leave",6,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",6,"Neither a Leaver nor a Remainer"
48,"Man","South East","Missing","Did not vote",4,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","Not Asked or missing","20+","University diploma","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Wrong","Very negative effect","Neither positive nor negative","Fairly badly",3,"Don’t know"
65,"Man","West Midlands","Missing","Leave",1,"The Times","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
42,"Man","North West","Missing","Remain",1,"The Independent","£30,000 to £34,999 per year","Not Asked or missing","16","Youth training certificate/skillseekers","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Don't know",7,"a Remainer"
70,"Woman","East of England","Missing","Leave",5,"Other Newspaper","£10,000 to £14,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Very positive effect","Fairly badly",7,"a Leaver"
64,"Woman","Wales","Missing","Leave",5,"None","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",8,"a Leaver"
67,"Woman","South East","Missing","Leave",8,"The Guardian","Don't know","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"a Leaver"
50,"Woman","Scotland","Missing","Remain",9,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",2,"Neither a Leaver nor a Remainer"
55,"Woman","North East","Missing","Remain",10,"The Times","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
39,"Woman","North West","Missing","Remain",9,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
63,"Man","London","Missing","Leave",6,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grades 2-5","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
79,"Man","London","Missing","Leave",4,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","15 or under","No formal qualifications","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Very badly",7,"a Leaver"
60,"Man","South West","Missing","Remain",2,"The Times","£10,000 to £14,999 per year","Not Asked or missing","15 or under","GCE A level or Higher Certificate","E","Not working","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
60,"Woman","North West","Missing","Leave",2,"None","Prefer not to answer","Not Asked or missing","17-18","Prefer not to say","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very badly",9,"a Leaver"
88,"Man","South East","Missing","Remain",4,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
55,"Woman","Scotland","Missing","Remain",0,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Don't know","Don't know",9,"Neither a Leaver nor a Remainer"
67,"Woman","East of England","Missing","Leave",5,"The Times","£10,000 to £14,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Remainer"
75,"Man","Scotland","Missing","Did not vote",9,"None","£10,000 to £14,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",2,"a Leaver"
49,"Woman","Wales","Missing","Remain",0,"None","under £5,000 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Not working","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
71,"Woman","Scotland","Missing","Remain",6,"None","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
68,"Woman","South East","Missing","Leave",4,"The Guardian","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Very badly",8,"Neither a Leaver nor a Remainer"
46,"Woman","West Midlands","Missing","Leave",10,"The Daily Mail / The Scottish Daily Mail","under £5,000 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","Very badly",6,"Neither a Leaver nor a Remainer"
44,"Woman","Scotland","Missing","Leave",9,"The Times","£5,000 to £9,999 per year","Not Asked or missing","16","Scottish Ordinary/ Lower Certificate","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Don't know","Very badly",10,"a Leaver"
70,"Woman","East of England","Missing","Leave",5,"None","£10,000 to £14,999 per year","Not Asked or missing","15 or under","Clerical and commercial","C2","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
28,"Man","Scotland","Missing","Remain",2,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
64,"Woman","South West","Missing","Leave",9,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","16","City & Guilds certificate","A","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Don't know",0,"a Leaver"
72,"Woman","South East","Missing","Leave",3,"The Times","£20,000 to £24,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","E","Retired","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
72,"Man","North East","Missing","Leave",5,"The Independent","£20,000 to £24,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
69,"Woman","South East","Missing","Leave",9,"Other Newspaper","£15,000 to £19,999 per year","Not Asked or missing","16","Clerical and commercial","C2","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
77,"Woman","East of England","Missing","Remain",10,"None","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
49,"Man","North West","Missing","Leave",10,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",9,"a Remainer"
49,"Man","North East","Missing","Remain",6,"The Daily Mail / The Scottish Daily Mail","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",2,"a Remainer"
71,"Man","West Midlands","Missing","Remain",8,"The Times","£10,000 to £14,999 per year","Not Asked or missing","16","Recognised trade apprenticeship completed","C1","Retired","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
62,"Man","East of England","Missing","Leave",4,"The Independent","£50,000 to £59,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
61,"Man","East of England","Missing","Leave",4,"Other Newspaper","£40,000 to £44,999 per year","Not Asked or missing","17-18","Clerical and commercial","C1","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
66,"Man","North West","Missing","Leave",7,"None","£10,000 to £14,999 per year","Not Asked or missing","15 or under","City & Guilds certificate - advanced","E","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
80,"Man","South East","Missing","Leave",0,"The Guardian","Don't know","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Don't know",5,"a Leaver"
33,"Man","London","Missing","Remain",7,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","Other technical, professional or higher qualification","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
38,"Man","Yorkshire and the Humber","Missing","Did not vote",1,"The Times","£25,000 to £29,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Neither positive nor negative","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
76,"Man","East of England","Missing","Leave",5,"None","Prefer not to answer","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
56,"Man","East Midlands","Missing","Did not vote",8,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Very negative effect","Don't know","Very badly",2,"Neither a Leaver nor a Remainer"
48,"Man","London","Missing","Remain",6,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
69,"Man","East Midlands","Missing","Leave",8,"The Times","£20,000 to £24,999 per year","Not Asked or missing","15 or under","ONC","C2","Retired","Self-employed","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
40,"Man","North East","Missing","Remain",7,"None","£30,000 to £34,999 per year","Not Asked or missing","17-18","University diploma","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Fairly badly",6,"a Remainer"
67,"Woman","North East","Missing","Leave",5,"The Guardian","Prefer not to answer","Not Asked or missing","16","Prefer not to say","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat negative effect","Neither positive nor negative","Fairly well",4,"a Leaver"
76,"Man","East of England","Missing","Leave",7,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","16","City & Guilds certificate - advanced","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
61,"Woman","Yorkshire and the Humber","Missing","Remain",9,"The Times","under £5,000 per year","Not Asked or missing","16","CSE grades 2-5","C1","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",8,"Neither a Leaver nor a Remainer"
70,"Woman","London","Missing","Leave",3,"None","£10,000 to £14,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
43,"Man","London","Missing","Leave",1,"None","£30,000 to £34,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Don't know","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
39,"Man","East Midlands","Missing","Leave",3,"None","£15,000 to £19,999 per year","Not Asked or missing","20+","University diploma","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
82,"Woman","Wales","Missing","Leave",8,"The Guardian","£10,000 to £14,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",0,"a Leaver"
