,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
8228,8228,6.0,11.0,55.0,Man,,White British,West Midlands,Missing,Leave,DK or did not vote,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6588114215348014,2018-07-31 15:33:53,2018-07-31 15:44:21,Right,Very negative effect,Neither positive nor negative,Very badly,6.0,a Leaver,,,
8229,8229,6.0,12.0,40.0,Man,,White British,North West,Missing,Remain,Labour,Missing,,,,Don't know,Not Asked or missing,20+,Prefer not to say,,B,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7713626916474535,2018-07-31 21:37:23,2018-07-31 21:48:13,Wrong,Very negative effect,Neither positive nor negative,Very badly,5.0,a Remainer,,,
8230,8230,6.0,13.0,36.0,Man,,White British,North West,Missing,Leave,DK or did not vote,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,D,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.0605728672886718,2018-07-31 19:20:09,2018-07-31 19:24:54,Right,Very positive effect,Very positive effect,Very badly,8.0,a Leaver,,,
8231,8231,6.0,14.0,34.0,Woman,,White British,East Midlands,Missing,Remain,Liberal Democrat,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,D,Working part time (8-29 hours a week),Self-employed,Other,0.8321296900906433,2018-07-31 19:26:37,2018-07-31 19:33:01,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
8232,8232,6.0,15.0,51.0,Man,,Prefer not to say,East Midlands,Missing,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,19,Don't know,,E,Not working,Have never worked,Have never worked,0.9216355183589297,2018-07-31 20:19:06,2018-07-31 20:41:04,Right,Very positive effect,Very positive effect,Fairly badly,10.0,a Leaver,,,
8233,8233,6.0,16.0,51.0,Woman,,White British,South West,Missing,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,GCE A level or Higher Certificate,,D,Working part time (Less than 8 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.8316892281908865,2018-07-31 17:42:10,2018-07-31 17:56:25,Right,Very positive effect,Very positive effect,Fairly badly,6.0,a Leaver,,,
8234,8234,6.0,17.0,41.0,Woman,,White British,Scotland,Missing,Remain,Other,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7341039742647782,2018-07-31 19:15:07,2018-07-31 19:24:47,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
8235,8235,6.0,18.0,75.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,B,Retired,Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.78510429582352,2018-07-31 18:25:18,2018-07-31 18:44:29,Right,Very positive effect,Neither positive nor negative,Fairly badly,5.0,a Leaver,,,
8236,8236,6.0,19.0,45.0,Man,,White British,London,Missing,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.519562119857609,2018-07-31 16:34:26,2018-07-31 16:39:42,Right,Very positive effect,Somewhat positive effect,Fairly well,8.0,Neither a Leaver nor a Remainer,,,
8237,8237,6.0,20.0,75.0,Woman,,White British,South West,Missing,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,19,"Other technical, professional or higher qualification",,A,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.78510429582352,2018-08-01 14:40:52,2018-08-01 14:57:23,Right,Very positive effect,Very positive effect,Fairly badly,2.0,a Leaver,,,
8238,8238,6.0,21.0,45.0,Man,,White British,Scotland,Missing,Remain,DK or did not vote,Missing,,,,Prefer not to answer,Not Asked or missing,Can't remember,Prefer not to say,,D,Other,Other,Have never worked,0.6390207676245813,2018-07-31 20:06:50,2018-07-31 20:09:21,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,
8239,8239,6.0,22.0,46.0,Man,,White British,East Midlands,Missing,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.6946950617046966,2018-07-31 16:13:21,2018-07-31 16:42:17,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,3.0,a Remainer,,,
8240,8240,6.0,23.0,50.0,Woman,,White British,Scotland,Missing,Remain,Other,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8667190446724033,2018-07-31 16:29:40,2018-07-31 16:35:44,Wrong,Somewhat negative effect,Don't know,Fairly badly,2.0,a Remainer,,,
8241,8241,6.0,24.0,38.0,Woman,,White British,West Midlands,Missing,Remain,Labour,Missing,,,,"£40,000 to £44,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7722921066990497,2018-07-31 18:10:45,2018-07-31 18:25:57,Wrong,Very negative effect,Somewhat negative effect,Very badly,8.0,a Remainer,,,
8242,8242,6.0,25.0,44.0,Man,,White British,East of England,Missing,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working full time (30 or more hours per week),Charity/voluntary sector,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.3545078910917856,2018-07-31 15:32:19,2018-07-31 15:37:55,Right,Very positive effect,Neither positive nor negative,Fairly badly,9.0,a Leaver,,,
8243,8243,6.0,26.0,55.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9121639697613024,2018-07-31 17:39:21,2018-07-31 17:49:13,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,6.0,Neither a Leaver nor a Remainer,,,
8244,8244,6.0,27.0,48.0,Man,,White British,South East,Missing,Did not vote,DK or did not vote,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,University diploma,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)",0.6485770768830604,2018-07-31 19:44:54,2018-07-31 19:53:44,Wrong,Very negative effect,Neither positive nor negative,Fairly badly,3.0,Don’t know,,,
8245,8245,6.0,28.0,65.0,Man,,White British,West Midlands,Missing,Leave,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9334260954275772,2018-08-01 14:43:16,2018-08-01 14:54:50,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,,,
8246,8246,6.0,29.0,42.0,Man,,White British,North West,Missing,Remain,DK or did not vote,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,16,Youth training certificate/skillseekers,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.914081128193967,2018-07-31 19:10:41,2018-07-31 19:19:39,Don’t know,Neither positive nor negative,Neither positive nor negative,Don't know,7.0,a Remainer,,,
8247,8247,6.0,30.0,70.0,Woman,,White British,East of England,Missing,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,E,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8108947108124085,2018-07-31 20:01:36,2018-07-31 20:11:41,Right,Somewhat positive effect,Very positive effect,Fairly badly,7.0,a Leaver,,,
8248,8248,6.0,31.0,64.0,Woman,,White British,Wales,Missing,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.8314055526973287,2018-07-31 18:25:56,2018-07-31 18:57:33,Right,Very positive effect,Very positive effect,Fairly badly,8.0,a Leaver,,,
8249,8249,6.0,32.0,67.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,Don't know,Not Asked or missing,15 or under,"CSE grade 1, GCE O level, GCSE, School Certificate",,E,Retired,Other,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8108947108124085,2018-07-31 17:18:38,2018-07-31 17:24:09,Right,Neither positive nor negative,Neither positive nor negative,Fairly well,5.0,a Leaver,,,
8250,8250,6.0,33.0,50.0,Woman,,White British,Scotland,Missing,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0700741585783136,2018-07-31 19:37:05,2018-07-31 19:51:17,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,2.0,Neither a Leaver nor a Remainer,,,
8251,8251,6.0,34.0,55.0,Woman,,White British,North East,Missing,Remain,DK or did not vote,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7139732198275658,2018-07-31 20:20:18,2018-07-31 20:33:45,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,5.0,a Remainer,,,
8252,8252,6.0,35.0,39.0,Woman,,White British,North West,Missing,Remain,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,D,Working part time (8-29 hours a week),Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9144316173968696,2018-08-01 14:45:43,2018-08-01 14:53:41,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,4.0,Neither a Leaver nor a Remainer,,,
8253,8253,6.0,36.0,63.0,Man,,White British,London,Missing,Leave,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,CSE grades 2-5,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.0142001389540678,2018-07-31 15:58:22,2018-07-31 16:09:11,Right,Very positive effect,Neither positive nor negative,Fairly well,5.0,a Leaver,,,
8254,8254,6.0,37.0,79.0,Man,,White British,London,Missing,Leave,DK or did not vote,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,15 or under,No formal qualifications,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",2.6267013698319897,2018-07-31 20:06:00,2018-07-31 20:16:08,Right,Very positive effect,Somewhat positive effect,Very badly,7.0,a Leaver,,,
8255,8255,6.0,38.0,60.0,Man,,Other ethnic group,South West,Missing,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,GCE A level or Higher Certificate,,E,Not working,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9424460721198892,2018-07-31 18:42:29,2018-07-31 18:51:51,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,5.0,Neither a Leaver nor a Remainer,,,
8256,8256,6.0,39.0,60.0,Woman,,White British,North West,Missing,Leave,DK or did not vote,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,Prefer not to say,,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6130789437741629,2018-07-31 16:24:15,2018-07-31 16:35:03,Right,Very positive effect,Very positive effect,Very badly,9.0,a Leaver,,,
8257,8257,6.0,40.0,88.0,Man,,White British,South East,Missing,Remain,Liberal Democrat,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,No formal qualifications,,C2,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.9465552306740548,2018-07-31 19:37:43,2018-07-31 19:47:58,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
8258,8258,6.0,41.0,55.0,Woman,,White British,Scotland,Missing,Remain,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.9368343805572305,2018-07-31 20:19:24,2018-07-31 20:38:43,Right,Somewhat positive effect,Don't know,Don't know,9.0,Neither a Leaver nor a Remainer,,,
8259,8259,6.0,42.0,67.0,Woman,,White British,East of England,Missing,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.7884931643711489,2018-08-01 14:58:36,2018-08-01 15:07:12,Wrong,Neither positive nor negative,Neither positive nor negative,Fairly badly,5.0,a Remainer,,,
8260,8260,6.0,43.0,75.0,Man,,Any other white background,Scotland,Missing,Did not vote,DK or did not vote,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,E,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.7290876997826533,2018-07-31 16:45:23,2018-07-31 16:58:17,Right,Somewhat positive effect,Neither positive nor negative,Fairly badly,2.0,a Leaver,,,
8261,8261,6.0,44.0,49.0,Woman,,White British,Wales,Missing,Remain,Labour,Missing,,,,"under £5,000 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,C2,Not working,Self-employed,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5622255687643221,2018-07-31 19:30:40,2018-07-31 19:38:46,Wrong,Very negative effect,Very negative effect,Very badly,1.0,a Remainer,,,
8262,8262,6.0,45.0,71.0,Woman,,White British,Scotland,Missing,Remain,Other,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.764133732301614,2018-07-31 16:32:37,2018-07-31 16:43:29,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,3.0,a Remainer,,,
8263,8263,6.0,46.0,68.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9542628237619696,2018-07-31 21:07:15,2018-07-31 21:16:20,Right,Neither positive nor negative,Neither positive nor negative,Very badly,8.0,Neither a Leaver nor a Remainer,,,
8264,8264,6.0,47.0,46.0,Woman,,White British,West Midlands,Missing,Leave,Conservative,Missing,,,,"under £5,000 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Not working,Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",2.042475941120912,2018-07-31 21:27:04,2018-07-31 21:35:41,Right,Somewhat positive effect,Neither positive nor negative,Very badly,6.0,Neither a Leaver nor a Remainer,,,
8265,8265,6.0,48.0,44.0,Woman,,White British,Scotland,Missing,Leave,Other,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,16,Scottish Ordinary/ Lower Certificate,,C2,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7125239263119522,2018-07-31 15:37:08,2018-07-31 15:46:34,Right,Somewhat positive effect,Don't know,Very badly,10.0,a Leaver,,,
8266,8266,6.0,49.0,70.0,Woman,,White British,East of England,Missing,Leave,DK or did not vote,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,Clerical and commercial,,C2,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6647879351628209,2018-07-31 19:15:41,2018-07-31 19:20:44,Don’t know,Don't know,Don't know,Fairly badly,5.0,Neither a Leaver nor a Remainer,,,
8267,8267,6.0,50.0,28.0,Man,,White British,Scotland,Missing,Remain,Other,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.3923560813325544,2018-07-31 15:43:54,2018-07-31 15:50:19,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
8268,8268,6.0,51.0,64.0,Woman,,White British,South West,Missing,Leave,Liberal Democrat,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,City & Guilds certificate,,A,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.714205157583451,2018-07-31 18:28:37,2018-07-31 18:45:36,Right,Somewhat positive effect,Neither positive nor negative,Don't know,0.0,a Leaver,,,
8269,8269,6.0,52.0,72.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,15 or under,City & Guilds certificate,,E,Retired,Nationalised industry or public corporation (e.g. Post Office),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.8108947108124085,2018-07-31 20:25:53,2018-07-31 20:36:07,Right,Very positive effect,Very positive effect,Fairly badly,5.0,a Leaver,,,
8270,8270,6.0,53.0,72.0,Man,,White British,North East,Missing,Leave,UKIP,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,15 or under,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.2076168231379387,2018-07-31 15:43:15,2018-07-31 15:48:38,Right,Very positive effect,Very positive effect,Very badly,5.0,a Leaver,,,
8271,8271,6.0,54.0,69.0,Woman,,White British,South East,Missing,Leave,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,Clerical and commercial,,C2,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9074272678412962,2018-07-31 15:33:14,2018-07-31 15:43:40,Right,Very positive effect,Very positive effect,Fairly well,9.0,a Leaver,,,
8272,8272,6.0,55.0,77.0,Woman,,White British,East of England,Missing,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7193035589393136,2018-07-31 21:28:59,2018-07-31 21:40:18,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,5.0,Neither a Leaver nor a Remainer,,,
