,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
13732,13732,9.0,,25.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Unemployed,Skipped,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.053922203087317,2019-09-09 20:50:53,2019-09-09 20:59:08,Wrong,Very negative effect,Very negative effect,Very badly,5.0,Neither a Leaver nor a Remainer,,,
13733,13733,9.0,,56.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,Conservative,Remain,Conservative,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7215215631820303,2019-09-09 18:26:02,2019-09-09 18:31:18,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,3.0,a Remainer,,,
13734,13734,9.0,,67.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,Teaching qualification (not degree),,B,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.777343203457145,2019-09-09 20:45:39,2019-09-09 20:58:18,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
13735,13735,9.0,,25.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Labour,Missing,,,,Don't know,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Skipped,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1648084165569064,2019-09-09 16:07:39,2019-09-09 16:16:59,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,Neither a Leaver nor a Remainer,,,
13736,13736,9.0,,61.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Retired,Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8318373264601437,2019-09-09 17:43:37,2019-09-09 17:56:09,Right,Somewhat positive effect,Very positive effect,Don't know,9.0,a Leaver,,,
13737,13737,9.0,,39.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,C2,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.672414597251284,2019-09-09 19:02:58,2019-09-09 19:11:46,Wrong,Very negative effect,Somewhat negative effect,Very badly,3.0,a Remainer,,,
13738,13738,9.0,,35.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Labour,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,16,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Unemployed,Other public sector employer (e.g. Central Government),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6974059993160766,2019-09-09 21:46:52,2019-09-09 21:53:05,Wrong,Somewhat negative effect,Don't know,Very badly,5.0,a Remainer,,,
13739,13739,9.0,,45.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,Labour,Remain,Labour,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1679314714072346,2019-09-09 19:44:17,2019-09-09 19:57:06,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
13740,13740,9.0,,53.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Liberal Democrat,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.709564582914205,2019-09-09 19:08:06,2019-09-09 19:19:22,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,4.0,a Remainer,,,
13741,13741,9.0,,57.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7394044032430336,2019-09-09 17:03:02,2019-09-09 17:10:04,Wrong,Very negative effect,Very negative effect,Very badly,3.0,a Remainer,,,
13742,13742,9.0,,25.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Working full time (30 or more hours per week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6974059993160766,2019-09-09 19:04:40,2019-09-09 19:14:01,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,2.0,Neither a Leaver nor a Remainer,,,
13743,13743,9.0,,23.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Full time student,Skipped,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.9954870125793287,2019-09-09 22:39:21,2019-09-09 22:45:38,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
13744,13744,9.0,,34.0,Woman,African,,North East,DK or did not vote,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7179025953265596,2019-09-09 16:40:44,2019-09-09 20:09:38,Wrong,Somewhat negative effect,Neither positive nor negative,Very badly,0.0,a Remainer,,,
13745,13745,9.0,,68.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,A,Retired,Skipped,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8110989223266933,2019-09-09 16:23:19,2019-09-09 22:12:24,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
13746,13746,9.0,,27.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,Not Asked or missing,Not Asked or missing,98.0,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Not working,Skipped,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7728487098605848,2019-09-09 16:22:07,2019-09-09 16:30:06,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,
13747,13747,9.0,,26.0,Man,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,Not Asked or missing,Not Asked or missing,98.0,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Full time student,Skipped,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1679314714072346,2019-09-09 16:07:37,2019-09-09 16:16:56,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
13748,13748,9.0,,30.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North East,DK or did not vote,Remain,Labour,Missing,,,,Not Asked or missing,Not Asked or missing,98.0,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working part time (8-29 hours a week),Skipped,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7717625075739634,2019-09-09 16:17:38,2019-09-09 17:28:52,Wrong,Very negative effect,Somewhat negative effect,Very badly,3.0,a Remainer,,,
13749,13749,9.0,,36.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Green,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working part time (8-29 hours a week),Self-employed,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7728487098605848,2019-09-09 17:29:48,2019-09-09 17:40:04,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
13750,13750,9.0,,52.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,GCE A level or Higher Certificate,,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8152782295696146,2019-09-09 17:26:33,2019-09-09 17:35:09,Wrong,Very negative effect,Neither positive nor negative,Very badly,3.0,a Remainer,,,
13751,13751,9.0,,70.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,C1,Retired,Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.8122404878931226,2019-09-09 20:03:01,2019-09-09 20:21:00,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
13752,13752,9.0,,57.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Liberal Democrat,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,D,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6993258512696384,2019-09-09 20:25:36,2019-09-09 20:43:42,Wrong,Very negative effect,Somewhat negative effect,Very badly,3.0,Neither a Leaver nor a Remainer,,,
13753,13753,9.0,,51.0,Woman,Chinese,,North West,DK or did not vote,Remain,DK or did not vote,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working full time (30 or more hours per week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7312967029706811,2019-09-09 16:05:40,2019-09-09 16:11:26,Wrong,Somewhat negative effect,Neither positive nor negative,Very badly,3.0,a Remainer,,,
13754,13754,9.0,,83.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,Don't know,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8110989223266933,2019-09-09 16:02:46,2019-09-09 16:17:46,Wrong,Very negative effect,Very negative effect,Very badly,5.0,a Remainer,,,
13755,13755,9.0,,68.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8110989223266933,2019-09-09 16:02:41,2019-09-09 16:14:17,Wrong,Very negative effect,Very negative effect,Very badly,3.0,a Remainer,,,
13756,13756,9.0,,70.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Green,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Retired,Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7794273963831393,2019-09-09 16:02:03,2019-09-09 16:10:12,Wrong,Very negative effect,Very negative effect,Very badly,3.0,a Remainer,,,
13757,13757,9.0,,81.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7554534739152748,2019-09-09 16:08:43,2019-09-09 16:26:05,Wrong,Neither positive nor negative,Neither positive nor negative,Very badly,5.0,Neither a Leaver nor a Remainer,,,
13758,13758,9.0,,47.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,A,Working full time (30 or more hours per week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6299566023622577,2019-09-09 21:15:45,2019-09-09 22:34:39,Wrong,Don't know,Don't know,Fairly badly,5.0,a Remainer,,,
13759,13759,9.0,,76.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,Teaching qualification (not degree),,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7259547732763674,2019-09-09 20:33:26,2019-09-09 20:44:16,Don’t know,Don't know,Somewhat negative effect,Very badly,5.0,Don’t know,,,
13760,13760,9.0,,63.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,"£60,000 to £69,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8852982609614685,2019-09-09 16:06:06,2019-09-09 16:18:54,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,3.0,a Remainer,,,
13761,13761,9.0,,62.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Charity/voluntary sector,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.9493003945696262,2019-09-09 16:22:58,2019-09-09 16:32:00,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
13762,13762,9.0,,70.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7783319480639469,2019-09-09 17:24:03,2019-09-09 17:32:02,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
13763,13763,9.0,,34.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,DK or did not vote,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6763581596103919,2019-09-09 21:28:44,2019-09-09 21:40:20,Wrong,Very negative effect,Somewhat negative effect,Very badly,2.0,a Remainer,,,
13764,13764,9.0,,39.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1694170262282355,2019-09-09 16:05:14,2019-09-09 16:24:23,Wrong,Very negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,,,
13765,13765,9.0,,56.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,20+,Teaching qualification (not degree),,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8090141050757437,2019-09-09 17:58:14,2019-09-09 18:12:30,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
13766,13766,9.0,,72.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,Don't know,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working part time (8-29 hours a week),Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.724934478198358,2019-09-09 16:06:53,2019-09-09 16:20:40,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,5.0,a Remainer,,,
13767,13767,9.0,,62.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Green,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,No formal qualifications,,C1,Retired,Other public sector employer (e.g. Central Government),Other,0.7749762440471113,2019-09-09 17:24:26,2019-09-09 17:35:25,Wrong,Very negative effect,Neither positive nor negative,Very badly,1.0,a Remainer,,,
13768,13768,9.0,,31.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Green,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7728487098605848,2019-09-09 18:44:50,2019-09-09 18:52:53,Wrong,Very negative effect,Somewhat negative effect,Fairly badly,0.0,a Remainer,,,
13769,13769,9.0,,39.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7728487098605848,2019-09-09 19:37:45,2019-09-09 19:47:07,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
13770,13770,9.0,,37.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5441932022180064,2019-09-09 21:16:13,2019-09-09 21:23:17,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,8.0,a Remainer,,,
13771,13771,9.0,,35.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Liberal Democrat,Remain,Labour,Missing,,,,"£60,000 to £69,999 per year",Not Asked or missing,20+,Teaching qualification (not degree),,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6763581596103919,2019-09-09 20:21:00,2019-09-09 20:32:21,Wrong,Very negative effect,Very negative effect,Very badly,2.0,a Remainer,,,
13772,13772,9.0,,24.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Liberal Democrat,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6104505353567855,2019-09-09 17:27:11,2019-09-09 17:34:52,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
13773,13773,9.0,,65.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Retired,Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7804187919869604,2019-09-09 17:15:38,2019-09-09 17:31:11,Wrong,Very negative effect,Very negative effect,Very badly,2.0,a Remainer,,,
13774,13774,9.0,,64.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,15 or under,No formal qualifications,,C2,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),Other,0.7944422232451618,2019-09-09 19:57:39,2019-09-09 20:32:51,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
