age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
74,"Woman","London","Remain","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly badly",6,"a Remainer"
74,"Man","North East","Remain","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",5,"a Remainer"
70,"Man","East Midlands","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
74,"Man","South East","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
74,"Woman","London","Remain","20+","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
61,"Man","South West","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
68,"Woman","South East","Leave","15 or under","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly well",8,"Neither a Leaver nor a Remainer"
70,"Man","West Midlands","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
46,"Man","East Midlands","Did not vote","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
81,"Man","Yorkshire and the Humber","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Neither positive nor negative","Neither positive nor negative","Fairly well",10,"a Leaver"
31,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",9,"a Remainer"
42,"Woman","London","Remain","17-18","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
49,"Woman","London","Remain","20+","Working part time (8-29 hours a week)","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
54,"Woman","North East","Remain","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
63,"Man","West Midlands","Did not vote","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
40,"Woman","Yorkshire and the Humber","Leave","16","Working part time (Less than 8 hours a week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",7,"a Leaver"
72,"Woman","Scotland","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Somewhat negative effect","Fairly badly",5,"a Remainer"
41,"Man","London","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
67,"Man","London","Remain","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
71,"Man","West Midlands","Remain","20+","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Very badly",2,"a Remainer"
34,"Man","East Midlands","Leave","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Don't know",6,"a Leaver"
72,"Woman","West Midlands","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Other","Very positive effect","Neither positive nor negative","Fairly well",8,"Neither a Leaver nor a Remainer"
67,"Woman","East of England","Leave","17-18","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Neither positive nor negative","Very badly",5,"a Leaver"
74,"Woman","South East","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
76,"Man","Yorkshire and the Humber","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Leaver"
46,"Woman","Scotland","Did not vote","16","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
71,"Man","East Midlands","Leave","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
65,"Woman","South East","Leave","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very negative effect","Very badly",10,"a Leaver"
44,"Woman","Scotland","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Very badly",2,"Neither a Leaver nor a Remainer"
47,"Woman","West Midlands","Leave","20+","Not working","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Very badly",4,"Neither a Leaver nor a Remainer"
77,"Woman","North East","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
45,"Man","South West","Remain","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
71,"Woman","Wales","Remain","20+","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
61,"Woman","South East","Leave","20+","Retired","Charity/voluntary sector","Other","Neither positive nor negative","Neither positive nor negative","Very badly",8,"a Leaver"
72,"Man","East of England","Leave","16","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
39,"Woman","Yorkshire and the Humber","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Fairly badly",5,"a Remainer"
63,"Woman","East Midlands","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
60,"Man","West Midlands","Remain","20+","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very well",10,"a Remainer"
70,"Woman","London","Leave","16","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
68,"Woman","North West","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
69,"Man","North West","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",6,"a Leaver"
69,"Man","Yorkshire and the Humber","Remain","15 or under","Retired","Other public sector employer (e.g. Central Government)","Other","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
84,"Man","East Midlands","Remain","20+","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Leaver"
39,"Man","London","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
56,"Woman","London","Did not vote","19","Other","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
67,"Woman","South East","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
77,"Woman","East Midlands","Leave","16","Retired","Self-employed","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",10,"Neither a Leaver nor a Remainer"
73,"Man","West Midlands","Remain","15 or under","Retired","Other","Skilled Manual Work (e.g. plumber, electrician, fitter)","Neither positive nor negative","Somewhat negative effect","Fairly well",2,"Neither a Leaver nor a Remainer"
69,"Man","Scotland","Leave","15 or under","Retired","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Somewhat positive effect","Very badly",6,"a Leaver"
40,"Man","North East","Remain","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",6,"a Remainer"
72,"Woman","South West","Remain","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Don't know","Very badly",2,"a Remainer"
69,"Woman","South West","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
36,"Woman","Yorkshire and the Humber","Remain","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
70,"Woman","Yorkshire and the Humber","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
67,"Woman","South East","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Don't know",10,"a Leaver"
47,"Man","Scotland","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Very badly",8,"a Leaver"
34,"Man","Wales","Leave","20+","Working part time (8-29 hours a week)","Self-employed","Other","Neither positive nor negative","Neither positive nor negative","Fairly badly",3,"a Leaver"
67,"Woman","South West","Did not vote","15 or under","Retired","Other","Other","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
52,"Man","South East","Remain","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
47,"Man","East Midlands","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
68,"Man","Scotland","Remain","17-18","Retired","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"Neither a Leaver nor a Remainer"
69,"Man","London","Leave","20+","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
40,"Man","East of England","Remain","20+","Unemployed","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
43,"Man","Yorkshire and the Humber","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
72,"Woman","South East","Leave","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat negative effect","Very badly",2,"a Leaver"
70,"Man","South West","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Neither positive nor negative","Very badly",4,"a Leaver"
66,"Man","South East","Leave","19","Retired","Self-employed","Other","Neither positive nor negative","Neither positive nor negative","Very badly",10,"a Leaver"
39,"Man","West Midlands","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
71,"Woman","London","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Fairly badly",7,"a Leaver"
57,"Woman","South West","Remain","17-18","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Fairly badly",1,"a Remainer"
65,"Man","South East","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
40,"Man","North East","Leave","Can't remember","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",7,"Neither a Leaver nor a Remainer"
75,"Man","Yorkshire and the Humber","Remain","15 or under","Retired","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
32,"Man","West Midlands","Remain","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
76,"Man","London","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",6,"a Remainer"
42,"Man","Wales","Remain","20+","Other","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
57,"Man","North West","Remain","20+","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
64,"Man","South West","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
69,"Woman","London","Leave","17-18","Not working","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
46,"Man","London","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
44,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
55,"Man","East of England","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
48,"Woman","North East","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Don't know","Fairly badly",10,"a Leaver"
38,"Woman","North West","Did not vote","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Don’t know"
63,"Woman","South West","Leave","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
43,"Woman","North West","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
79,"Woman","East Midlands","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",9,"a Leaver"
52,"Man","London","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"Neither a Leaver nor a Remainer"
63,"Woman","East of England","Remain","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Very negative effect","Fairly badly",5,"a Remainer"
42,"Woman","East of England","Did not vote","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
82,"Man","South West","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Other","Very positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
36,"Man","Wales","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
44,"Woman","East Midlands","Remain","20+","Not working","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
39,"Man","London","Remain","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
80,"Woman","Wales","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
59,"Man","East of England","Leave","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
53,"Woman","South East","Remain","17-18","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Fairly badly",1,"a Remainer"
77,"Man","South East","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very badly",9,"a Leaver"
58,"Man","Wales","Leave","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
71,"Man","West Midlands","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Fairly badly",8,"a Leaver"
73,"Woman","West Midlands","Leave","16","Retired","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
63,"Woman","East Midlands","Remain","16","Working part time (8-29 hours a week)","Charity/voluntary sector","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
54,"Woman","East of England","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
39,"Woman","South East","Cannot remember","16","Not working","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
86,"Woman","Yorkshire and the Humber","Leave","15 or under","Retired","Other","Other","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Leaver"
68,"Woman","West Midlands","Leave","17-18","Retired","Nationalised industry or public corporation (e.g. Post Office)","Other","Somewhat positive effect","Somewhat positive effect","Very badly",9,"a Leaver"
