age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
65,"Man","East Midlands","Conservative","Leave",7,"The Times","£10,000 to £14,999 per year","Prefer not to answer","15 or under","No formal qualifications","C2","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Don't know",3,"a Leaver"
50,"Man","London","Conservative","Leave",10,"None","£30,000 to £34,999 per year","£30,000 to £34,999 per year","20+","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
69,"Man","East of England","UKIP","Leave",7,"None","Don't know","Don't know","20+","Teaching qualification (not degree)","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Very positive effect","Don't know",10,"a Leaver"
65,"Woman","West Midlands","Labour","Leave",4,"None","£20,000 to £24,999 per year","£20,000 to £24,999 per year","15 or under","Other technical, professional or higher qualification","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don’t know","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
52,"Man","Yorkshire and the Humber","Labour","Remain",9,"The Guardian","£25,000 to £29,999 per year","£30,000 to £34,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
75,"Man","South East","Conservative","Leave",7,"The Daily Telegraph","Prefer not to answer","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat negative effect","Fairly badly",7,"a Leaver"
39,"Woman","Scotland","SNP","Leave",2,"The Daily Mail / The Scottish Daily Mail","£30,000 to £34,999 per year","£30,000 to £34,999 per year","17-18","Scottish Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
64,"Man","Yorkshire and the Humber","UKIP","Leave",2,"None","£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","City & Guilds certificate","C2","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
60,"Woman","North West","Conservative","Leave",6,"None","£25,000 to £29,999 per year","£25,000 to £29,999 per year","17-18","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
71,"Woman","West Midlands","Conservative","Leave",6,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","£25,000 to £29,999 per year","15 or under","No formal qualifications","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very well",10,"a Leaver"
41,"Man","East Midlands","Labour","Leave",7,"The Guardian","Prefer not to answer","Don't know","20+","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
44,"Man","Scotland","DK or did not vote","Remain",5,"None","Don't know","Don't know","Can't remember","Don't know","D","Other","Private sector firm or company (e.g. limited companies and Plcs)","Have never worked","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
52,"Man","North East","Conservative","Remain",7,"The Independent","£40,000 to £44,999 per year","£50,000 to £59,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Don't know","Fairly badly",7,"Neither a Leaver nor a Remainer"
46,"Man","West Midlands","Labour","Remain",4,"None","under £5,000 per year","under £5,000 per year","16","GCE A level or Higher Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",6,"Neither a Leaver nor a Remainer"
54,"Woman","South West","Labour","Remain",5,"The Daily Mail / The Scottish Daily Mail","Don't know","£20,000 to £24,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Don't know","Very badly",3,"Neither a Leaver nor a Remainer"
46,"Woman","South East","Conservative","Remain",7,"None","£10,000 to £14,999 per year","£30,000 to £34,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Don't know","Don't know","Fairly badly",5,"a Remainer"
47,"Man","South West","Conservative","Remain",9,"The Daily Telegraph","Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working part time (8-29 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat positive effect","Very negative effect","Fairly badly",7,"Neither a Leaver nor a Remainer"
55,"Woman","East of England","Conservative","Remain",6,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Prefer not to answer","16","Don't know","C2","Retired","Other","Have never worked","Wrong","Don't know","Don't know","Fairly well",5,"a Remainer"
39,"Man","Wales","Labour","Leave",1,"Other Newspaper","£15,000 to £19,999 per year","£15,000 to £19,999 per year","16","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
70,"Woman","London","Liberal Democrat","Remain",7,"Other Newspaper","£40,000 to £44,999 per year","£50,000 to £59,999 per year","17-18","Other technical, professional or higher qualification","D","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Don't know",4,"a Remainer"
33,"Woman","Scotland","Labour","Remain",8,"None","Prefer not to answer","Prefer not to answer","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Neither positive nor negative","Fairly badly",0,"Neither a Leaver nor a Remainer"
52,"Woman","London","DK or did not vote","Remain",6,"The Guardian","£10,000 to £14,999 per year","£25,000 to £29,999 per year","19","GCE A level or Higher Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
46,"Man","Scotland","Conservative","Remain",3,"None","£30,000 to £34,999 per year","£70,000 to £99,999 per year","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Don't know",4,"a Remainer"
66,"Woman","South East","Conservative","Leave",6,"None","Don't know","Don't know","15 or under","No formal qualifications","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Neither positive nor negative","Fairly well",10,"a Leaver"
48,"Man","Yorkshire and the Humber","UKIP","Leave",7,"None","Prefer not to answer","£60,000 to £69,999 per year","Still at school/Full time student","City & Guilds certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Very well",10,"a Leaver"
77,"Man","South West","Labour","Remain",7,"None","£5,000 to £9,999 per year","£50,000 to £59,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Retired","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
49,"Man","Scotland","Green","Remain",7,"Other Newspaper","£60,000 to £69,999 per year","£60,000 to £69,999 per year","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",2,"a Remainer"
72,"Man","South East","Conservative","Leave",8,"The Daily Telegraph","£40,000 to £44,999 per year","£50,000 to £59,999 per year","17-18","GCE A level or Higher Certificate","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
76,"Man","South East","UKIP","Leave",10,"The Daily Mail / The Scottish Daily Mail","£40,000 to £44,999 per year","£50,000 to £59,999 per year","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat negative effect","Fairly well",10,"a Leaver"
48,"Man","Wales","Conservative","Remain",5,"None","£20,000 to £24,999 per year","Prefer not to answer","16","City & Guilds certificate","D","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
66,"Woman","South East","Conservative","Remain",7,"The Times","£45,000 to £49,999 per year","£45,000 to £49,999 per year","17-18","GCE A level or Higher Certificate","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",8,"Neither a Leaver nor a Remainer"
66,"Woman","Yorkshire and the Humber","DK or did not vote","Leave",3,"None","£10,000 to £14,999 per year","£20,000 to £24,999 per year","19","GCE A level or Higher Certificate","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Don't know",9,"Neither a Leaver nor a Remainer"
68,"Woman","Yorkshire and the Humber","Conservative","Leave",3,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","£50,000 to £59,999 per year","20+","Teaching qualification (not degree)","B","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Don't know","Fairly badly",2,"a Leaver"
38,"Woman","East Midlands","Conservative","Remain",6,"None","£20,000 to £24,999 per year","£40,000 to £44,999 per year","16","Clerical and commercial","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
69,"Woman","South East","UKIP","Leave",5,"None","Don't know","Don't know","Can't remember","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C2","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
37,"Woman","North West","Labour","Leave",0,"None","£25,000 to £29,999 per year","£30,000 to £34,999 per year","15 or under","City & Guilds certificate - advanced","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
37,"Woman","East Midlands","Conservative","Remain",0,"The Daily Telegraph","£15,000 to £19,999 per year","£60,000 to £69,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly badly",5,"a Remainer"
60,"Woman","East of England","Labour","Leave",5,"None","Prefer not to answer","£35,000 to £39,999 per year","15 or under","No formal qualifications","E","Not working","Other","Have never worked","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
77,"Woman","South East","Conservative","Leave",7,"The Express","Prefer not to answer","Prefer not to answer","16","GCE A level or Higher Certificate","B","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Don't know",7,"a Leaver"
66,"Woman","Yorkshire and the Humber","Conservative","Leave",7,"Other local daily morning newspaper","£15,000 to £19,999 per year","£50,000 to £59,999 per year","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",10,"a Leaver"
54,"Man","South East","Green","Leave",8,"The Sun","£5,000 to £9,999 per year","£5,000 to £9,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
79,"Man","North West","Labour","Leave",5,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","£20,000 to £24,999 per year","17-18","Other technical, professional or higher qualification","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Don't know",5,"a Leaver"
78,"Woman","East of England","Conservative","Leave",8,"The Daily Telegraph","Prefer not to answer","Prefer not to answer","20+","Teaching qualification (not degree)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
70,"Man","South West","Conservative","Remain",6,"None","Prefer not to answer","£10,000 to £14,999 per year","16","Recognised trade apprenticeship completed","B","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",10,"a Remainer"
46,"Man","South East","DK or did not vote","Did not vote",7,"None","Prefer not to answer","Prefer not to answer","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
59,"Woman","East of England","Conservative","Leave",7,"None","Prefer not to answer","Prefer not to answer","16","Prefer not to say","E","Not working","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Don't know",6,"a Leaver"
79,"Man","Yorkshire and the Humber","UKIP","Leave",2,"Other Newspaper","Prefer not to answer","Prefer not to answer","15 or under","No formal qualifications","C2","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
79,"Man","South East","UKIP","Leave",6,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","£25,000 to £29,999 per year","15 or under","No formal qualifications","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
42,"Man","West Midlands","UKIP","Leave",5,"The Daily Mail / The Scottish Daily Mail","£100,000 and over","£100,000 to £149,999 per year","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","Don't know",10,"a Leaver"
68,"Woman","South West","UKIP","Leave",1,"Other Newspaper","£5,000 to £9,999 per year","£30,000 to £34,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","B","Retired","Charity/voluntary sector","Other","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
35,"Woman","South East","Conservative","Leave",7,"The Sun","£30,000 to £34,999 per year","Don't know","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",4,"a Leaver"
57,"Woman","South West","Green","Remain",7,"None","£5,000 to £9,999 per year","£30,000 to £34,999 per year","17-18","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Charity/voluntary sector","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
67,"Woman","South East","Labour","Leave",3,"None","£10,000 to £14,999 per year","£10,000 to £14,999 per year","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
78,"Man","North East","UKIP","Remain",3,"None","Prefer not to answer","Prefer not to answer","16","Recognised trade apprenticeship completed","D","Retired","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Very negative effect","Neither positive nor negative","Don't know",1,"a Remainer"
66,"Woman","South West","Conservative","Leave",7,"None","Prefer not to answer","Prefer not to answer","17-18","City & Guilds certificate - advanced","C1","Retired","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Don't know",8,"a Leaver"
68,"Man","Wales","Labour","Remain",7,"None","£35,000 to £39,999 per year","£40,000 to £44,999 per year","16","ONC","C1","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
59,"Man","South East","UKIP","Did not vote",7,"The Times","£5,000 to £9,999 per year","£20,000 to £24,999 per year","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Self-employed","Other","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"a Leaver"
51,"Man","London","Labour","Remain",10,"Other Newspaper","£35,000 to £39,999 per year","£35,000 to £39,999 per year","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",3,"a Remainer"
68,"Man","Scotland","SNP","Remain",6,"None","£5,000 to £9,999 per year","£5,000 to £9,999 per year","15 or under","No formal qualifications","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Don't know","Fairly badly",1,"Neither a Leaver nor a Remainer"
63,"Woman","South West","Liberal Democrat","Remain",7,"The Guardian","£5,000 to £9,999 per year","£45,000 to £49,999 per year","20+","Other technical, professional or higher qualification","B","Other","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
45,"Woman","South East","Conservative","Remain",10,"Other Newspaper","under £5,000 per year","£100,000 to £149,999 per year","17-18","GCE A level or Higher Certificate","B","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
62,"Man","North East","DK or did not vote","Did not vote",0,"None","Prefer not to answer","Prefer not to answer","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Don't know","Don't know","Don't know",10,"a Remainer"
49,"Woman","North East","UKIP","Leave",7,"Other Newspaper","£15,000 to £19,999 per year","£40,000 to £44,999 per year","16","CSE grades 2-5","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",7,"Neither a Leaver nor a Remainer"
66,"Woman","Yorkshire and the Humber","Labour","Cannot remember",3,"None","£5,000 to £9,999 per year","£10,000 to £14,999 per year","16","Clerical and commercial","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
77,"Man","West Midlands","UKIP","Leave",7,"The Sun","Prefer not to answer","£20,000 to £24,999 per year","15 or under","No formal qualifications","C2","Retired","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat negative effect","Very positive effect","Very well",10,"a Leaver"
