,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
15351,15351,10.0,11.0,60.0,Man,,,South West,Missing,Remain,Liberal Democrat,Liberal Democrat,,,,Not Asked or missing,"£70,000 to £99,999 per year",,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6639765315619998,2020-01-09 19:33:27,2020-01-09 19:41:15,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
15352,15352,10.0,12.0,76.0,Man,,,Scotland,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£25,000 to £29,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,E,Retired,99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8090842182984,2020-01-09 21:47:03,2020-01-09 22:00:30,Right,Very positive effect,Very positive effect,Fairly well,10.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15353,15353,10.0,13.0,67.0,Man,,,Wales,Missing,Remain,Labour,Labour,,,,Not Asked or missing,Prefer not to answer,,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Retired,99.0,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.9185886024468244,2020-01-10 08:12:09,2020-01-10 08:22:41,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
15354,15354,10.0,14.0,73.0,Woman,,,East of England,Missing,Leave,Conservative,DK or did not vote,,,,Not Asked or missing,Prefer not to answer,,"Other technical, professional or higher qualification",,E,Retired,99.0,Other,1.355988563800767,2020-01-09 22:56:44,2020-01-09 23:05:46,Right,Somewhat positive effect,Neither positive nor negative,Very badly,8.0,a Leaver,Very important,Not Asked,
15355,15355,10.0,15.0,72.0,Man,,,East Midlands,Missing,Remain,Conservative,Conservative,,,,Not Asked or missing,"£25,000 to £29,999 per year",,GCE A level or Higher Certificate,,D,Retired,99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.3585892681469234,2020-01-10 08:02:55,2020-01-10 08:19:46,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,0.0,a Remainer,Not Asked,Not very important,
15356,15356,10.0,16.0,52.0,Man,,,West Midlands,Missing,Remain,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,"Other technical, professional or higher qualification",,E,Other,99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5567690062078613,2020-01-09 19:43:50,2020-01-09 19:51:59,Wrong,Very negative effect,Somewhat negative effect,Don't know,0.0,a Remainer,Not Asked,Don't know,
15357,15357,10.0,17.0,62.0,Woman,,,North West,Missing,Leave,Labour,Labour,,,,Not Asked or missing,"£20,000 to £24,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Other,99.0,"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",2.3536633810944667,2020-01-09 18:32:40,2020-01-09 18:43:55,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,Don’t know,Not Asked,Not Asked,
15358,15358,10.0,18.0,47.0,Woman,,,South West,Missing,Remain,DK or did not vote,Conservative,,,,Not Asked or missing,"£40,000 to £44,999 per year",,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6573410591229354,2020-01-09 20:44:41,2020-01-09 20:50:03,Wrong,Neither positive nor negative,Neither positive nor negative,Fairly well,4.0,a Remainer,Not Asked,Not very important,
15359,15359,10.0,19.0,60.0,Man,,,Scotland,Missing,Remain,DK or did not vote,SNP,,,,Not Asked or missing,"£70,000 to £99,999 per year",,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.761929444558778,2020-01-09 23:10:12,2020-01-09 23:24:22,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,3.0,a Remainer,Not Asked,Not very important,
15360,15360,10.0,20.0,42.0,Man,,,Scotland,Missing,Leave,SNP,SNP,,,,Not Asked or missing,"£35,000 to £39,999 per year",,Clerical and commercial,,A,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.4898059359187972,2020-01-09 20:16:57,2020-01-09 20:19:32,Don’t know,Somewhat positive effect,Somewhat positive effect,Fairly well,8.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15361,15361,10.0,21.0,56.0,Woman,,,South East,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working part time (Less than 8 hours a week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9887161145079048,2020-01-09 18:24:39,2020-01-09 18:33:10,Right,Very positive effect,Somewhat positive effect,Fairly well,9.0,a Leaver,Extremely important,Not Asked,
15362,15362,10.0,22.0,70.0,Woman,,,South East,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£15,000 to £19,999 per year",,"Other technical, professional or higher qualification",,C2,Retired,99.0,"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",1.146827298916224,2020-01-10 07:20:39,2020-01-10 07:25:56,Right,Somewhat positive effect,Neither positive nor negative,Fairly badly,5.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15363,15363,10.0,23.0,61.0,Man,,,North West,Missing,Leave,UKIP,UKIP,,,,Not Asked or missing,Don't know,,City & Guilds certificate - advanced,,C1,Working part time (8-29 hours a week),99.0,"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.435860494148894,2020-01-09 19:43:07,2020-01-09 19:55:33,Right,Somewhat positive effect,Somewhat positive effect,Fairly badly,4.0,a Leaver,Extremely important,Not Asked,
15364,15364,10.0,24.0,45.0,Man,,,London,Missing,Did not vote,DK or did not vote,Labour,,,,Not Asked or missing,"£150,000 and over",,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Retired,99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8698816174743943,2020-01-10 08:30:24,2020-01-10 08:35:17,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Very important,
15365,15365,10.0,25.0,62.0,Man,,,South East,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,University diploma,,B,Working full time (30 or more hours per week),99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8360671958762814,2020-01-09 19:51:51,2020-01-09 20:00:46,Right,Very positive effect,Somewhat positive effect,Very well,9.0,a Leaver,Extremely important,Not Asked,
15366,15366,10.0,26.0,56.0,Man,,,West Midlands,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£10,000 to £14,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6446938925674798,2020-01-10 06:57:28,2020-01-10 07:05:19,Right,Very positive effect,Neither positive nor negative,Very badly,5.0,a Leaver,Very important,Not Asked,
15367,15367,10.0,27.0,52.0,Man,,,London,Missing,Remain,Conservative,Conservative,,,,Not Asked or missing,"£70,000 to £99,999 per year",,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6788886107418596,2020-01-09 23:11:39,2020-01-09 23:21:12,Wrong,Very negative effect,Very negative effect,Fairly badly,7.0,a Remainer,Not Asked,Very important,
15368,15368,10.0,28.0,48.0,Man,,,Yorkshire and the Humber,Missing,Remain,Labour,Green,,,,Not Asked or missing,"£100,000 to £149,999 per year",,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5870612817267504,2020-01-09 21:53:20,2020-01-09 22:41:33,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,1.0,a Remainer,Not Asked,Very important,
15369,15369,10.0,29.0,46.0,Woman,,,London,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£50,000 to £59,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),99.0,Other,0.8375568811569676,2020-01-10 08:24:58,2020-01-10 08:29:26,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,Not Asked,Very important,
15370,15370,10.0,30.0,72.0,Woman,,,East of England,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£10,000 to £14,999 per year",,GCE A level or Higher Certificate,,E,Retired,99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8702492799713779,2020-01-09 21:51:49,2020-01-09 22:01:04,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,8.0,a Leaver,Extremely important,Not Asked,
15371,15371,10.0,31.0,55.0,Woman,,,London,Missing,Remain,Conservative,Liberal Democrat,,,,Not Asked or missing,Prefer not to answer,,GCE A level or Higher Certificate,,D,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6679871442347589,2020-01-09 19:35:48,2020-01-09 19:43:27,Wrong,Very negative effect,Somewhat negative effect,Fairly badly,3.0,a Remainer,Not Asked,Very important,
15372,15372,10.0,32.0,43.0,Man,,,North West,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£20,000 to £24,999 per year",,City & Guilds certificate - advanced,,D,Working full time (30 or more hours per week),99.0,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6402113802121477,2020-01-09 20:59:50,2020-01-09 21:07:22,Right,Very positive effect,Somewhat positive effect,Fairly badly,7.0,a Leaver,Not very important,Not Asked,
15373,15373,10.0,33.0,37.0,Woman,,,North East,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£30,000 to £34,999 per year",,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7489938376360266,2020-01-09 18:41:16,2020-01-09 22:48:41,Wrong,Somewhat negative effect,Very negative effect,Fairly badly,7.0,a Remainer,Not Asked,Not very important,
15374,15374,10.0,34.0,41.0,Man,,,East of England,Missing,Remain,DK or did not vote,DK or did not vote,,,,Not Asked or missing,"£40,000 to £44,999 per year",,GCE A level or Higher Certificate,,C2,Working full time (30 or more hours per week),99.0,Other,1.2516538911159127,2020-01-09 19:48:50,2020-01-09 19:53:08,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,4.0,a Remainer,Not Asked,Very important,
15375,15375,10.0,35.0,73.0,Woman,,,East Midlands,Missing,Remain,Conservative,Labour,,,,Not Asked or missing,"£35,000 to £39,999 per year",,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Retired,99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6848547625595115,2020-01-09 22:24:13,2020-01-09 22:34:50,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,4.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15376,15376,10.0,36.0,69.0,Man,,,London,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£50,000 to £59,999 per year",,No formal qualifications,,C1,Retired,99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9405657891895338,2020-01-10 06:29:55,2020-01-10 06:43:30,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,Not Asked,Extremely important,
15377,15377,10.0,37.0,66.0,Woman,,,Yorkshire and the Humber,Missing,Leave,DK or did not vote,Conservative,,,,Not Asked or missing,"£20,000 to £24,999 per year",,CSE grades 2-5,,C1,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",2.356050794767224,2020-01-10 08:43:07,2020-01-10 08:52:13,Right,Somewhat positive effect,Neither positive nor negative,Fairly well,9.0,a Leaver,Very important,Not Asked,
15378,15378,10.0,38.0,85.0,Woman,,,South East,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£10,000 to £14,999 per year",,CSE grades 2-5,,C1,Retired,99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0392100576035823,2020-01-09 17:18:56,2020-01-09 17:44:05,Right,Very positive effect,Somewhat positive effect,Fairly badly,8.0,a Leaver,Very important,Not Asked,
15379,15379,10.0,39.0,67.0,Man,,,Scotland,Missing,Leave,Liberal Democrat,Conservative,,,,Not Asked or missing,"£60,000 to £69,999 per year",,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working full time (30 or more hours per week),99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8900751995395698,2020-01-09 18:51:12,2020-01-09 19:08:58,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,Very important,Not Asked,
15380,15380,10.0,40.0,44.0,Woman,,,South West,Missing,Remain,Labour,Conservative,,,,Not Asked or missing,"£100,000 to £149,999 per year",,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7249044114196039,2020-01-09 18:50:47,2020-01-09 18:57:57,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly well,3.0,a Remainer,Not Asked,Extremely important,
15381,15381,10.0,41.0,69.0,Woman,,,North West,Missing,Leave,DK or did not vote,Conservative,,,,Not Asked or missing,"£25,000 to £29,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,C1,Retired,99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.933210790481399,2020-01-10 09:07:49,2020-01-10 09:18:03,Right,Very positive effect,Neither positive nor negative,Fairly well,10.0,a Leaver,Extremely important,Not Asked,
15382,15382,10.0,42.0,71.0,Man,,,London,Missing,Remain,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,No formal qualifications,,C1,Working full time (30 or more hours per week),99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.719012457731951,2020-01-09 19:30:15,2020-01-09 19:35:48,Wrong,Very negative effect,Somewhat negative effect,Don't know,0.0,a Remainer,Not Asked,Very important,
15383,15383,10.0,43.0,75.0,Woman,,,Scotland,Missing,Leave,SNP,SNP,,,,Not Asked or missing,"£35,000 to £39,999 per year",,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Retired,99.0,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",2.5280090068989693,2020-01-09 22:28:58,2020-01-09 22:43:05,Right,Neither positive nor negative,Neither positive nor negative,Fairly badly,4.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15384,15384,10.0,44.0,38.0,Man,,,West Midlands,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£50,000 to £59,999 per year",,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),99.0,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.4031487745922036,2020-01-09 19:44:47,2020-01-09 19:52:34,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,1.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15385,15385,10.0,45.0,68.0,Man,,,South East,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£100,000 to £149,999 per year",,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8854806515006387,2020-01-09 18:46:47,2020-01-09 19:08:22,Right,Very positive effect,Don't know,Don't know,6.0,a Leaver,Extremely important,Not Asked,
15386,15386,10.0,46.0,56.0,Woman,,,East Midlands,Missing,Remain,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,"Other technical, professional or higher qualification",,D,Working full time (30 or more hours per week),99.0,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5395860494039241,2020-01-09 18:16:01,2020-01-09 18:21:39,Don’t know,Neither positive nor negative,Don't know,Don't know,4.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15387,15387,10.0,47.0,53.0,Man,,,North East,Missing,Leave,DK or did not vote,UKIP,,,,Not Asked or missing,"£50,000 to £59,999 per year",,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),99.0,"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.364294683142278,2020-01-09 18:43:21,2020-01-09 19:06:14,Right,Very positive effect,Somewhat positive effect,Don't know,5.0,a Leaver,Not very important,Not Asked,
15388,15388,10.0,48.0,69.0,Woman,,,London,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,Clerical and commercial,,C2,Working part time (8-29 hours a week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.078901576354459,2020-01-10 08:01:30,2020-01-10 08:08:45,Right,Somewhat positive effect,Neither positive nor negative,Fairly well,6.0,a Leaver,Very important,Not Asked,
15389,15389,10.0,49.0,58.0,Woman,,,Wales,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£35,000 to £39,999 per year",,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",,C1,Working part time (8-29 hours a week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8268007065657216,2020-01-09 18:03:50,2020-01-09 18:11:17,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,5.0,a Remainer,Not Asked,Very important,
15390,15390,10.0,50.0,47.0,Woman,,,Scotland,Missing,Did not vote,DK or did not vote,DK or did not vote,,,,Not Asked or missing,"£50,000 to £59,999 per year",,Scottish Higher Certificate,,C2,Working part time (8-29 hours a week),99.0,"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",2.4946248534752504,2020-01-09 22:41:17,2020-01-09 22:48:41,Wrong,Somewhat negative effect,Don't know,Very badly,5.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15391,15391,10.0,51.0,43.0,Woman,,,West Midlands,Missing,Remain,Labour,Labour,,,,Not Asked or missing,"£25,000 to £29,999 per year",,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6583528312466499,2020-01-09 18:12:56,2020-01-09 18:20:50,Wrong,Very negative effect,Somewhat negative effect,Very badly,2.0,a Remainer,Not Asked,Don't know,
15392,15392,10.0,52.0,47.0,Man,,,North West,Missing,Remain,Liberal Democrat,Liberal Democrat,,,,Not Asked or missing,Prefer not to answer,,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0413036990913127,2020-01-09 18:40:13,2020-01-09 18:45:20,Wrong,Very negative effect,Very negative effect,Don't know,4.0,a Remainer,Not Asked,Very important,
15393,15393,10.0,53.0,53.0,Man,,,East Midlands,Missing,Leave,UKIP,Conservative,,,,Not Asked or missing,"£15,000 to £19,999 per year",,CSE grades 2-5,,C1,Full time student,99.0,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.6446938925674798,2020-01-09 18:06:23,2020-01-09 18:22:50,Right,Very positive effect,Very positive effect,Fairly well,6.0,a Leaver,Not very important,Not Asked,
15394,15394,10.0,54.0,51.0,Man,,,East Midlands,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,"£100,000 to £149,999 per year",,City & Guilds certificate,,C1,Working full time (30 or more hours per week),99.0,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6446938925674798,2020-01-10 07:38:13,2020-01-10 07:47:02,Right,Somewhat positive effect,Neither positive nor negative,Fairly well,6.0,a Leaver,Very important,Not Asked,
15395,15395,10.0,55.0,54.0,Man,,,Scotland,Missing,Leave,Conservative,Conservative,,,,Not Asked or missing,Prefer not to answer,,City & Guilds certificate - advanced,,E,Not working,99.0,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.8450617841223497,2020-01-09 18:53:11,2020-01-09 18:59:33,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,10.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
15396,15396,10.0,56.0,73.0,Man,,,South East,Missing,Leave,Liberal Democrat,Conservative,,,,Not Asked or missing,Prefer not to answer,,No formal qualifications,,B,Retired,99.0,Other,0.815741162685423,2020-01-09 19:39:21,2020-01-09 20:06:11,Right,Very positive effect,Neither positive nor negative,Fairly well,7.0,a Leaver,Extremely important,Not Asked,
15397,15397,10.0,57.0,73.0,Man,,,East of England,Missing,Leave,DK or did not vote,Labour,,,,Not Asked or missing,"£30,000 to £34,999 per year",,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,99.0,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8721343299137881,2020-01-09 20:30:29,2020-01-09 20:45:12,Right,Somewhat positive effect,Neither positive nor negative,Fairly badly,7.0,a Remainer,Not Asked,Not important at all,
