age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
35,"Man","East of England","DK or did not vote","Remain","","","Don't know","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Don't know","Very negative effect","Don't know",9,"Don’t know"
46,"Woman","South West","Liberal Democrat","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","E","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
57,"Man","South East","Conservative","Leave","","","Prefer not to answer","Not Asked or missing","20+","Other technical, professional or higher qualification","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Very badly",3,"Neither a Leaver nor a Remainer"
51,"Man","London","Conservative","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
59,"Woman","Wales","DK or did not vote","Leave","","","under £5,000 per year","Not Asked or missing","19","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
49,"Woman","West Midlands","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
45,"Woman","London","Labour","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
46,"Woman","South West","Conservative","Leave","","","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
46,"Woman","East Midlands","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","16","Youth training certificate/skillseekers","B","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Remainer"
75,"Woman","South East","Conservative","Leave","","","Don't know","Not Asked or missing","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","B","Retired","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Somewhat negative effect","Very badly",6,"a Leaver"
56,"Woman","Wales","DK or did not vote","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","Still at school/Full time student","Teaching qualification (not degree)","D","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Very negative effect","Very negative effect","Very badly",10,"a Remainer"
44,"Woman","East of England","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","16","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
39,"Woman","Scotland","SNP","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Very badly",2,"a Remainer"
44,"Man","South East","Conservative","Remain","","","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
32,"Man","North West","Other","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
71,"Man","Scotland","Conservative","Leave","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
50,"Woman","West Midlands","Labour","Leave","","","Prefer not to answer","Not Asked or missing","16","CSE grades 2-5","C1","Not working","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Neither positive nor negative","Don't know","Very badly",5,"a Leaver"
67,"Woman","South West","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","A","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat positive effect","Very badly",0,"a Leaver"
47,"Man","Yorkshire and the Humber","Labour","Leave","","","£45,000 to £49,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
66,"Woman","South East","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","C2","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
62,"Man","South West","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","No formal qualifications","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Don't know","Don't know","Very badly",4,"a Leaver"
66,"Man","North West","UKIP","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","16","ONC","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",2,"a Leaver"
48,"Man","South East","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Don't know","Neither positive nor negative","Fairly badly",6,"Neither a Leaver nor a Remainer"
53,"Woman","South West","Conservative","Remain","","","Don't know","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Somewhat positive effect","Very badly",10,"Neither a Leaver nor a Remainer"
41,"Woman","East of England","DK or did not vote","Did not vote","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","Clerical and commercial","C1","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Don't know",7,"Neither a Leaver nor a Remainer"
49,"Woman","East of England","Labour","Leave","","","under £5,000 per year","Not Asked or missing","17-18","University diploma","D","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
76,"Woman","North West","Conservative","Leave","","","Don't know","Not Asked or missing","20+","No formal qualifications","C2","Retired","Have never worked","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Don't know","Don't know","Don't know",10,"a Leaver"
57,"Man","South East","Other","Leave","","","£50,000 to £59,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Very positive effect","Very badly",2,"a Leaver"
44,"Man","Scotland","Labour","Remain","","","£70,000 to £99,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
49,"Man","London","DK or did not vote","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Very badly",3,"a Leaver"
39,"Woman","South East","Green","Leave","","","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",5,"Don’t know"
39,"Woman","London","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","City & Guilds certificate","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Fairly badly",9,"Neither a Leaver nor a Remainer"
57,"Woman","South East","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
30,"Woman","London","Labour","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
76,"Woman","South East","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat negative effect","Neither positive nor negative","Don't know",8,"a Leaver"
70,"Woman","North East","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","17-18","Clerical and commercial","E","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
59,"Man","Yorkshire and the Humber","Labour","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","19","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
70,"Man","South West","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",3,"Neither a Leaver nor a Remainer"
68,"Man","North West","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
74,"Man","Wales","Labour","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
86,"Man","South East","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","15 or under","Other technical, professional or higher qualification","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Don't know","Very badly",6,"a Leaver"
47,"Man","North West","Liberal Democrat","Remain","","","£45,000 to £49,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
69,"Man","Scotland","UKIP","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","15 or under","Recognised trade apprenticeship completed","C2","Retired","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
72,"Woman","East of England","Conservative","Remain","","","£5,000 to £9,999 per year","Not Asked or missing","19","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
45,"Woman","West Midlands","DK or did not vote","Did not vote","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
40,"Woman","West Midlands","DK or did not vote","Leave","","","Prefer not to answer","Not Asked or missing","16","City & Guilds certificate - advanced","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Don't know","Very badly",6,"a Leaver"
45,"Man","South East","Green","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
63,"Woman","South West","Conservative","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
72,"Woman","North East","Conservative","Remain","","","Prefer not to answer","Not Asked or missing","16","Teaching qualification (not degree)","C1","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
73,"Woman","Scotland","Labour","Remain","","","Prefer not to answer","Not Asked or missing","20+","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
73,"Woman","South East","Conservative","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","19","Teaching qualification (not degree)","B","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
