,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
6566,6566,5.0,11.0,63.0,Man,,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1367256144495894,2018-04-04 18:27:53,2018-04-04 18:39:30,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
6567,6567,5.0,12.0,47.0,Man,,,Yorkshire and the Humber,Labour,Leave,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,15 or under,"Other technical, professional or higher qualification",,C1,Working full time (30 or more hours per week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0769381170919567,2018-04-04 20:23:12,2018-04-04 20:31:33,Wrong,Somewhat positive effect,Somewhat positive effect,Fairly well,6.0,a Remainer,Not Asked,Very important,
6568,6568,5.0,13.0,65.0,Man,,,Wales,Other,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,City & Guilds certificate - advanced,,E,Not working,Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.058278051887326,2018-04-04 17:43:34,2018-04-04 17:55:46,Right,Very positive effect,Somewhat positive effect,Very badly,7.0,a Leaver,Extremely important,Not Asked,
6569,6569,5.0,14.0,56.0,Woman,,,London,DK or did not vote,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working part time (8-29 hours a week),Charity/voluntary sector,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.4453248825692906,2018-04-04 16:11:45,2018-04-04 16:20:52,Wrong,Very negative effect,Very negative effect,Fairly badly,7.0,a Remainer,Not Asked,Very important,
6570,6570,5.0,15.0,47.0,Woman,,,London,DK or did not vote,Did not vote,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Other,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.3698962252545852,2018-04-05 12:55:05,2018-04-05 13:08:01,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,0.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
6571,6571,5.0,16.0,58.0,Man,,,West Midlands,Other,Leave,DK or did not vote,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,A,Other,Private sector firm or company (e.g. limited companies and Plcs),Other,0.7563631339151833,2018-04-04 16:16:50,2018-04-04 16:43:25,Right,Somewhat positive effect,Don't know,Fairly badly,6.0,a Leaver,Not very important,Not Asked,
6572,6572,5.0,17.0,53.0,Man,,,North West,DK or did not vote,Leave,DK or did not vote,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.8631568317397925,2018-04-04 18:37:12,2018-04-04 18:44:49,Right,Neither positive nor negative,Neither positive nor negative,Fairly badly,8.0,a Leaver,Not important at all,Not Asked,
6573,6573,5.0,18.0,71.0,Man,,,North West,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,16,Don't know,,D,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6258347608957852,2018-04-04 17:51:20,2018-04-04 18:06:24,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly well,7.0,a Remainer,Not Asked,Not very important,
6574,6574,5.0,19.0,46.0,Man,,,Scotland,Liberal Democrat,Remain,UKIP,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9682419789650892,2018-04-04 16:26:11,2018-04-04 16:49:53,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
6575,6575,5.0,20.0,58.0,Man,,,South East,Conservative,Remain,Conservative,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6979972501345749,2018-04-04 16:18:29,2018-04-04 16:24:13,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly well,4.0,a Remainer,Not Asked,Very important,
6576,6576,5.0,21.0,61.0,Man,,,North West,Conservative,Remain,Conservative,Missing,,,,"£100,000 and over",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6923677893396791,2018-04-04 16:09:10,2018-04-04 16:18:03,Wrong,Very negative effect,Neither positive nor negative,Fairly badly,3.0,a Remainer,Not Asked,Very important,
6577,6577,5.0,22.0,43.0,Man,,,North West,Labour,Leave,Conservative,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.529318868374657,2018-04-04 16:09:37,2018-04-04 16:18:27,Right,Somewhat positive effect,Neither positive nor negative,Fairly well,9.0,a Leaver,Not very important,Not Asked,
6578,6578,5.0,23.0,66.0,Man,,,West Midlands,Other,Did not vote,DK or did not vote,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,16,No formal qualifications,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5834777062515709,2018-04-04 19:26:40,2018-04-04 19:33:19,Don’t know,Somewhat positive effect,Somewhat positive effect,Fairly well,7.0,a Leaver,Not very important,Not Asked,
6579,6579,5.0,24.0,77.0,Man,,,East Midlands,Conservative,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6957010620571035,2018-04-04 16:40:36,2018-04-04 16:50:59,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,Extremely important,Not Asked,
6580,6580,5.0,25.0,67.0,Man,,,North West,Other,Leave,Conservative,Missing,,,,"£100,000 and over",Not Asked or missing,15 or under,No formal qualifications,,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7095820449971753,2018-04-04 18:02:01,2018-04-04 18:13:04,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,Extremely important,Not Asked,
6581,6581,5.0,26.0,72.0,Man,,,West Midlands,Conservative,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.0910037160770465,2018-04-04 17:30:52,2018-04-04 17:38:38,Right,Very positive effect,Very positive effect,Very well,0.0,a Leaver,Extremely important,Not Asked,
6582,6582,5.0,27.0,72.0,Man,,,Wales,Conservative,Leave,Conservative,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,19,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6984803274136181,2018-04-04 16:15:55,2018-04-04 16:22:48,Right,Very positive effect,Somewhat positive effect,Fairly well,9.0,a Leaver,Extremely important,Not Asked,
6583,6583,5.0,28.0,58.0,Man,,,London,Labour,Remain,Liberal Democrat,Missing,,,,"£100,000 and over",Not Asked or missing,16,"Other technical, professional or higher qualification",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6160454573007591,2018-04-04 16:15:33,2018-04-04 16:22:22,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
6584,6584,5.0,29.0,64.0,Man,,,North West,Other,Leave,DK or did not vote,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.915389173545149,2018-04-04 16:15:20,2018-04-04 16:26:50,Right,Very positive effect,Very positive effect,Fairly well,8.0,a Leaver,Very important,Not Asked,
6585,6585,5.0,30.0,60.0,Man,,,South West,DK or did not vote,Remain,DK or did not vote,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"CSE grade 1, GCE O level, GCSE, School Certificate",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.004888106078863,2018-04-04 16:08:35,2018-04-04 16:17:36,Wrong,Very negative effect,Neither positive nor negative,Very badly,0.0,a Remainer,Not Asked,Extremely important,
6586,6586,5.0,31.0,45.0,Man,,,East Midlands,Conservative,Leave,Conservative,Missing,,,,"£60,000 to £69,999 per year",Not Asked or missing,16,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9561246873298004,2018-04-04 17:01:11,2018-04-04 17:06:50,Right,Neither positive nor negative,Neither positive nor negative,Fairly well,4.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
6587,6587,5.0,32.0,56.0,Man,,,London,Conservative,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,GCE A level or Higher Certificate,,C1,Working part time (8-29 hours a week),Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7993935730445502,2018-04-04 16:08:16,2018-04-04 16:16:09,Right,Very positive effect,Somewhat positive effect,Fairly badly,7.0,a Leaver,Not important at all,Not Asked,
6588,6588,5.0,33.0,60.0,Man,,,West Midlands,Liberal Democrat,Remain,Liberal Democrat,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7567037573821166,2018-04-04 18:07:44,2018-04-04 18:17:50,Wrong,Very negative effect,Somewhat negative effect,Very badly,2.0,a Remainer,Not Asked,Extremely important,
6589,6589,5.0,34.0,64.0,Man,,,South West,DK or did not vote,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,Prefer not to say,,E,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6555558214572346,2018-04-04 16:10:02,2018-04-04 16:35:43,Right,Very positive effect,Very positive effect,Fairly badly,7.0,a Leaver,Extremely important,Not Asked,
6590,6590,5.0,35.0,44.0,Woman,,,London,Labour,Leave,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working full time (30 or more hours per week),Charity/voluntary sector,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.2956827022157564,2018-04-04 18:05:09,2018-04-04 18:12:23,Right,Somewhat positive effect,Don't know,Fairly badly,5.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
6591,6591,5.0,36.0,66.0,Man,,,North West,Other,Leave,DK or did not vote,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5904770648053098,2018-04-04 16:14:13,2018-04-04 16:24:16,Right,Very positive effect,Very positive effect,Very badly,10.0,a Leaver,Extremely important,Not Asked,
6592,6592,5.0,37.0,85.0,Man,,,East of England,Conservative,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Other,0.6960785851429889,2018-04-04 16:09:52,2018-04-04 16:21:42,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,Extremely important,Not Asked,
6593,6593,5.0,38.0,33.0,Man,,,East of England,DK or did not vote,Leave,DK or did not vote,Missing,,,,Don't know,Not Asked or missing,15 or under,No formal qualifications,,C1,Other,Other,Have never worked,1.9304776485090265,2018-04-05 08:27:58,2018-04-05 08:32:46,Don’t know,Don't know,Don't know,Don't know,5.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
6594,6594,5.0,39.0,64.0,Woman,,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7031418744806764,2018-04-04 16:08:59,2018-04-04 16:22:03,Wrong,Very negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,Not Asked,Extremely important,
6595,6595,5.0,40.0,71.0,Man,,,Yorkshire and the Humber,Liberal Democrat,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,19,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7095820449971753,2018-04-04 16:30:01,2018-04-04 16:48:37,Right,Very positive effect,Somewhat positive effect,Fairly badly,7.0,a Leaver,Extremely important,Not Asked,
6596,6596,5.0,41.0,49.0,Woman,,,South West,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"Other technical, professional or higher qualification",,E,Not working,Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8004744739863968,2018-04-04 17:40:21,2018-04-04 17:46:44,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,1.0,a Remainer,Not Asked,Not very important,
6597,6597,5.0,42.0,80.0,Man,,,Wales,Other,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Retired,Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6984803274136181,2018-04-04 16:08:16,2018-04-04 16:15:53,Right,Very positive effect,Neither positive nor negative,Very badly,8.0,a Leaver,Very important,Not Asked,
6598,6598,5.0,43.0,66.0,Man,,,West Midlands,Labour,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,19,GCE A level or Higher Certificate,,E,Other,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5744681030519069,2018-04-04 16:13:52,2018-04-04 16:22:27,Wrong,Very negative effect,Very negative effect,Very badly,2.0,a Remainer,Not Asked,Extremely important,
6599,6599,5.0,44.0,89.0,Man,,,West Midlands,Conservative,Remain,Conservative,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9959585100129504,2018-04-04 17:21:45,2018-04-04 17:39:18,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,Not Asked,Extremely important,
6600,6600,5.0,45.0,55.0,Man,,,East of England,Conservative,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,"Other technical, professional or higher qualification",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.064072440116889,2018-04-04 18:10:59,2018-04-04 18:18:50,Right,Somewhat positive effect,Neither positive nor negative,Don't know,3.0,a Leaver,Not very important,Not Asked,
6601,6601,5.0,46.0,68.0,Man,,,East Midlands,Conservative,Remain,Conservative,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,"CSE grade 1, GCE O level, GCSE, School Certificate",,B,Retired,Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.6350935225704476,2018-04-04 16:10:10,2018-04-04 16:19:00,Right,Somewhat positive effect,Neither positive nor negative,Don't know,9.0,a Leaver,Very important,Not Asked,
6602,6602,5.0,47.0,53.0,Man,,,South West,Labour,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Self-employed,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.0158867145455648,2018-04-04 16:27:36,2018-04-04 17:37:43,Wrong,Very negative effect,Don't know,Very badly,3.0,a Remainer,Not Asked,Extremely important,
6603,6603,5.0,48.0,36.0,Woman,,,South West,DK or did not vote,Remain,DK or did not vote,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Not working,Private sector firm or company (e.g. limited companies and Plcs),Other,1.160664968308946,2018-04-04 19:33:29,2018-04-04 19:40:56,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,5.0,Don’t know,Not Asked,Not Asked,
6604,6604,5.0,49.0,56.0,Man,,,London,Conservative,Remain,Conservative,Missing,,,,"£50,000 to £59,999 per year",Not Asked or missing,17-18,University diploma,,A,Unemployed,Charity/voluntary sector,Other,0.7100917517023471,2018-04-04 16:27:31,2018-04-04 16:35:31,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly well,0.0,a Remainer,Not Asked,Very important,
6605,6605,5.0,50.0,64.0,Man,,,South East,DK or did not vote,Leave,DK or did not vote,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,16,No formal qualifications,,C2,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.6974538366384079,2018-04-04 17:43:04,2018-04-04 17:50:47,Right,Neither positive nor negative,Neither positive nor negative,Don't know,3.0,Neither a Leaver nor a Remainer,Not Asked,Not Asked,
6606,6606,5.0,51.0,45.0,Woman,,,East of England,Labour,Did not vote,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Not working,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.057081897086488,2018-04-04 16:20:24,2018-04-04 16:27:59,Right,Somewhat positive effect,Somewhat positive effect,Don't know,9.0,a Leaver,Not very important,Not Asked,
6607,6607,5.0,52.0,71.0,Man,,,West Midlands,DK or did not vote,Did not vote,DK or did not vote,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,15 or under,No formal qualifications,,E,Retired,Other,Other,1.875973428223835,2018-04-04 22:42:21,2018-04-04 22:50:04,Right,Very positive effect,Very positive effect,Very badly,5.0,Don’t know,Not Asked,Not Asked,
6608,6608,5.0,53.0,63.0,Woman,,,West Midlands,Labour,Leave,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,A,Working part time (8-29 hours a week),Charity/voluntary sector,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.5890636959632122,2018-04-04 17:07:45,2018-04-04 17:18:27,Right,Somewhat positive effect,Somewhat positive effect,Very badly,2.0,a Leaver,Very important,Not Asked,
6609,6609,5.0,54.0,53.0,Woman,,,East of England,Other,Leave,DK or did not vote,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,Prefer not to say,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6258434460177161,2018-04-04 16:39:23,2018-04-05 08:32:19,Right,Very positive effect,Neither positive nor negative,Don't know,10.0,a Leaver,Not very important,Not Asked,
6610,6610,5.0,55.0,75.0,Man,,,West Midlands,Conservative,Leave,Conservative,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,15 or under,No formal qualifications,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.7149634945173264,2018-04-04 20:20:07,2018-04-04 20:30:45,Right,Very positive effect,Neither positive nor negative,Fairly badly,10.0,a Leaver,Extremely important,Not Asked,
