age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
57,"Man","Wales","UKIP","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","ONC","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
66,"Woman","South East","Conservative","Leave","","","Don't know","Not Asked or missing","15 or under","GCE A level or Higher Certificate","E","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat negative effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
47,"Woman","South East","Conservative","Remain","","","£20,000 to £24,999 per year","Not Asked or missing","16","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",8,"a Remainer"
37,"Woman","Scotland","Other","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
40,"Woman","Wales","Green","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly badly",3,"a Remainer"
30,"Woman","East of England","DK or did not vote","Did not vote","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
43,"Woman","North West","Labour","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Unemployed","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Neither positive nor negative","Neither positive nor negative","Don't know",6,"a Leaver"
40,"Man","East Midlands","Liberal Democrat","Leave","","","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Don't know","Don't know","Don't know",2,"Neither a Leaver nor a Remainer"
36,"Woman","South West","Green","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
77,"Woman","East of England","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Don't know","Fairly badly",8,"a Leaver"
79,"Woman","North West","Conservative","Leave","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","B","Retired","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
69,"Woman","London","UKIP","Leave","","","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","C1","Retired","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
56,"Man","London","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working full time (30 or more hours per week)","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Don't know","Don't know","Very badly",10,"a Leaver"
69,"Woman","South West","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","City & Guilds certificate","D","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
58,"Man","North West","Green","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Self-employed","Other","Right","Somewhat positive effect","Neither positive nor negative","Very badly",6,"Neither a Leaver nor a Remainer"
58,"Woman","London","Green","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","16","Teaching qualification (not degree)","C2","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
72,"Man","South East","Conservative","Remain","","","£45,000 to £49,999 per year","Not Asked or missing","17-18","Other technical, professional or higher qualification","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",4,"Neither a Leaver nor a Remainer"
58,"Woman","London","Conservative","Remain","","","£40,000 to £44,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","A","Working part time (Less than 8 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
74,"Man","South East","Liberal Democrat","Remain","","","£35,000 to £39,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",6,"a Remainer"
51,"Man","Scotland","Other","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat positive effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
40,"Man","East of England","DK or did not vote","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","19","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
60,"Woman","North East","UKIP","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","19","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
51,"Man","North West","Labour","Remain","","","Don't know","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
44,"Woman","London","Green","Remain","","","under £5,000 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
69,"Woman","South East","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","No formal qualifications","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
74,"Man","London","Conservative","Leave","","","£50,000 to £59,999 per year","Not Asked or missing","19","Other technical, professional or higher qualification","A","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
66,"Man","North West","Conservative","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","15 or under","City & Guilds certificate - advanced","D","Retired","Nationalised industry or public corporation (e.g. Post Office)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Very positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
75,"Woman","North East","Labour","Leave","","","Prefer not to answer","Not Asked or missing","16","Clerical and commercial","C1","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
57,"Woman","South East","Labour","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","20+","GCE A level or Higher Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat positive effect","Somewhat negative effect","Very badly",1,"a Remainer"
69,"Man","West Midlands","Labour","Remain","","","Prefer not to answer","Not Asked or missing","15 or under","Recognised trade apprenticeship completed","A","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
43,"Man","Scotland","DK or did not vote","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","17-18","Scottish Higher Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",10,"a Leaver"
44,"Woman","West Midlands","Labour","Remain","","","£25,000 to £29,999 per year","Not Asked or missing","16","Clerical and commercial","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
75,"Man","South East","UKIP","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","Other","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Fairly badly",7,"a Leaver"
62,"Man","East of England","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","16","ONC","D","Retired","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
70,"Woman","South West","Conservative","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
73,"Woman","Wales","Conservative","Remain","","","£15,000 to £19,999 per year","Not Asked or missing","17-18","Teaching qualification (not degree)","C2","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",0,"a Remainer"
68,"Man","South East","Conservative","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","16","Recognised trade apprenticeship completed","D","Retired","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
44,"Woman","South West","Conservative","Leave","","","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Don't know","Don't know",3,"Neither a Leaver nor a Remainer"
71,"Man","South West","Conservative","Leave","","","£25,000 to £29,999 per year","Not Asked or missing","16","No formal qualifications","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
76,"Man","West Midlands","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","15 or under","ONC","D","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
49,"Woman","East of England","Conservative","Leave","","","£5,000 to £9,999 per year","Not Asked or missing","16","Teaching qualification (not degree)","A","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
46,"Woman","Wales","Labour","Remain","","","Prefer not to answer","Not Asked or missing","15 or under","No formal qualifications","D","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Wrong","Somewhat negative effect","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
69,"Woman","Yorkshire and the Humber","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
65,"Woman","West Midlands","UKIP","Leave","","","£10,000 to £14,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
61,"Man","East of England","Labour","Remain","","","£30,000 to £34,999 per year","Not Asked or missing","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
67,"Man","South East","Conservative","Remain","","","£60,000 to £69,999 per year","Not Asked or missing","19","Other technical, professional or higher qualification","A","Not working","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
39,"Woman","North West","Labour","Remain","","","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","D","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",7,"a Remainer"
70,"Man","North West","Labour","Leave","","","Don't know","Not Asked or missing","15 or under","Other technical, professional or higher qualification","C2","Retired","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Leaver"
68,"Woman","Yorkshire and the Humber","Labour","Leave","","","Prefer not to answer","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Other","Other","Right","Very positive effect","Very positive effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
73,"Man","South East","UKIP","Leave","","","£15,000 to £19,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
