,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
11629,11629,8.0,11.0,62.0,Woman,English / Welsh / Scottish / Northern Irish / British,,East of England,Liberal Democrat,Remain,Liberal Democrat,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,University diploma,,A,Working part time (Less than 8 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.8310955304955833,2019-03-17 09:32:41,2019-03-17 09:45:59,Wrong,Somewhat negative effect,Very negative effect,Very badly,3.0,a Remainer,,,
11630,11630,8.0,12.0,74.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Remain,Conservative,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7318719839841135,2019-03-17 09:08:38,2019-03-17 09:29:50,Wrong,Very negative effect,Don't know,Fairly well,1.0,a Remainer,,,
11631,11631,8.0,13.0,50.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Leave,Conservative,Missing,,,,"£50,000 to £59,999 per year",Not Asked or missing,17-18,University diploma,,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Other,0.8838630615347053,2019-03-18 09:03:32,2019-03-18 09:10:32,Right,Very positive effect,Very positive effect,Fairly badly,5.0,a Leaver,,,
11632,11632,8.0,14.0,54.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Other,Leave,DK or did not vote,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,16,CSE grades 2-5,,D,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.7886170765204382,2019-03-17 08:33:09,2019-03-17 08:40:52,Right,Neither positive nor negative,Neither positive nor negative,Very badly,5.0,Neither a Leaver nor a Remainer,,,
11633,11633,8.0,15.0,58.0,Man,English / Welsh / Scottish / Northern Irish / British,,Wales,Plaid,Leave,Conservative,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.186604557196515,2019-03-17 05:59:04,2019-03-17 06:05:25,Right,Somewhat positive effect,Somewhat positive effect,Very badly,4.0,a Leaver,,,
11634,11634,8.0,16.0,48.0,Man,English / Welsh / Scottish / Northern Irish / British,,London,Conservative,Remain,Conservative,Missing,,,,"£100,000 and over",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,A,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.2831047439629557,2019-03-17 08:51:42,2019-03-17 08:55:06,Don’t know,Neither positive nor negative,Neither positive nor negative,Fairly badly,4.0,Neither a Leaver nor a Remainer,,,
11635,11635,8.0,17.0,63.0,Man,English / Welsh / Scottish / Northern Irish / British,,West Midlands,Labour,Remain,Labour,Missing,,,,"£40,000 to £44,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.872209235545446,2019-03-17 09:59:32,2019-03-17 10:06:56,Wrong,Somewhat negative effect,Neither positive nor negative,Very badly,5.0,Neither a Leaver nor a Remainer,,,
11636,11636,8.0,18.0,52.0,Woman,English / Welsh / Scottish / Northern Irish / British,,Wales,Labour,Remain,Plaid,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,A,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7724652976079281,2019-03-17 11:03:40,2019-03-17 11:13:36,Wrong,Very negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,,,
11637,11637,8.0,19.0,57.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,16,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9423805890408836,2019-03-17 08:09:33,2019-03-17 08:27:02,Right,Somewhat positive effect,Somewhat positive effect,Fairly badly,5.0,a Leaver,,,
11638,11638,8.0,20.0,57.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,17-18,GCE A level or Higher Certificate,,E,Retired,Private sector firm or company (e.g. limited companies and Plcs),Other,0.9927124877544148,2019-03-17 10:17:23,2019-03-17 10:30:21,Right,Very positive effect,Neither positive nor negative,Very badly,8.0,a Leaver,,,
11639,11639,8.0,21.0,66.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Remain,Liberal Democrat,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,16,University diploma,,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7183502751931453,2019-03-17 08:25:50,2019-03-17 08:33:22,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
11640,11640,8.0,22.0,67.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South East,Liberal Democrat,Remain,Liberal Democrat,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7994435762445532,2019-03-17 11:10:17,2019-03-17 12:34:36,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
11641,11641,8.0,23.0,66.0,Woman,English / Welsh / Scottish / Northern Irish / British,,North West,Labour,Remain,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,"Other technical, professional or higher qualification",,C1,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6449447956994897,2019-03-17 10:27:43,2019-03-17 10:32:41,Wrong,Somewhat negative effect,Don't know,Very badly,4.0,a Remainer,,,
11642,11642,8.0,24.0,59.0,Man,English / Welsh / Scottish / Northern Irish / British,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8902333734386811,2019-03-17 08:44:21,2019-03-17 08:53:09,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
11643,11643,8.0,25.0,43.0,Man,English / Welsh / Scottish / Northern Irish / British,,East Midlands,Conservative,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",3.7101239961095023,2019-03-18 08:32:32,2019-03-18 08:39:19,Wrong,Neither positive nor negative,Neither positive nor negative,Very badly,6.0,a Leaver,,,
11644,11644,8.0,26.0,76.0,Man,English / Welsh / Scottish / Northern Irish / British,,West Midlands,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,15 or under,City & Guilds certificate - advanced,,B,Retired,Other public sector employer (e.g. Central Government),"Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)",0.7671734923698654,2019-03-17 08:24:05,2019-03-17 08:35:34,Right,Very positive effect,Neither positive nor negative,Fairly well,5.0,a Leaver,,,
11645,11645,8.0,27.0,53.0,Woman,English / Welsh / Scottish / Northern Irish / British,,East of England,Conservative,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,17-18,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.872460368582524,2019-03-18 08:45:19,2019-03-18 08:53:43,Right,Somewhat positive effect,Somewhat positive effect,Very well,10.0,a Leaver,,,
11646,11646,8.0,28.0,71.0,Man,English / Welsh / Scottish / Northern Irish / British,,East of England,UKIP,Leave,Conservative,Missing,,,,Don't know,Not Asked or missing,20+,University diploma,,C2,Retired,Self-employed,Other,0.9734479833527728,2019-03-17 11:07:18,2019-03-17 11:18:00,Right,Very positive effect,Very positive effect,Very badly,6.0,a Leaver,,,
11647,11647,8.0,29.0,54.0,Man,English / Welsh / Scottish / Northern Irish / British,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,,,,"£25,000 to £29,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.01316913453201,2019-03-17 06:38:52,2019-03-17 06:46:46,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,Neither a Leaver nor a Remainer,,,
11648,11648,8.0,30.0,35.0,Man,English / Welsh / Scottish / Northern Irish / British,,East of England,DK or did not vote,Remain,Missing,Missing,,,,Don't know,Not Asked or missing,17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",,D,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.9745229297760792,2019-03-17 06:39:31,2019-03-17 06:41:58,Wrong,Don't know,Very negative effect,Don't know,9.0,Don’t know,,,
11649,11649,8.0,31.0,46.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South West,Liberal Democrat,Remain,Labour,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,E,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7634516501551103,2019-03-17 09:08:21,2019-03-17 09:14:51,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
11650,11650,8.0,32.0,57.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.0865349172899488,2019-03-17 11:13:40,2019-03-17 11:20:50,Right,Somewhat positive effect,Neither positive nor negative,Very badly,3.0,Neither a Leaver nor a Remainer,,,
11651,11651,8.0,33.0,51.0,Man,English / Welsh / Scottish / Northern Irish / British,,London,Conservative,Remain,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,17-18,GCE A level or Higher Certificate,,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.9093423646435632,2019-03-17 10:12:43,2019-03-17 10:18:00,Wrong,Very negative effect,Somewhat negative effect,Very badly,0.0,a Remainer,,,
11652,11652,8.0,34.0,59.0,Woman,English / Welsh / Scottish / Northern Irish / British,,Wales,DK or did not vote,Leave,Conservative,Missing,,,,"under £5,000 per year",Not Asked or missing,19,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,C1,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.964923013496085,2019-03-17 09:25:52,2019-03-17 09:34:18,Right,Very positive effect,Neither positive nor negative,Don't know,5.0,Neither a Leaver nor a Remainer,,,
11653,11653,8.0,35.0,49.0,Woman,Indian,,West Midlands,Labour,Remain,Labour,Missing,,,,"£15,000 to £19,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7049930453585439,2019-03-17 11:27:45,2019-03-17 11:47:54,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,2.0,a Remainer,,,
11654,11654,8.0,36.0,45.0,Woman,English / Welsh / Scottish / Northern Irish / British,,London,Labour,Remain,Labour,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,16,"Other technical, professional or higher qualification",,C2,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),Other,0.709401865968451,2019-03-17 08:23:09,2019-03-17 08:32:11,Wrong,Very negative effect,Somewhat negative effect,Very badly,5.0,a Remainer,,,
11655,11655,8.0,37.0,46.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South West,Conservative,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,D,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8454444796577483,2019-03-17 08:10:29,2019-03-17 08:17:30,Right,Somewhat positive effect,Somewhat positive effect,Very badly,5.0,a Leaver,,,
11656,11656,8.0,38.0,46.0,Woman,English / Welsh / Scottish / Northern Irish / British,,East Midlands,Conservative,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,16,Youth training certificate/skillseekers,,B,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.3609270928729948,2019-03-17 07:26:57,2019-03-17 07:30:12,Wrong,Neither positive nor negative,Neither positive nor negative,Very badly,5.0,a Remainer,,,
11657,11657,8.0,39.0,75.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Leave,Missing,Missing,,,,Don't know,Not Asked or missing,20+,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",,B,Retired,Other,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7661428335397108,2019-03-17 09:08:47,2019-03-17 09:32:36,Right,Very positive effect,Somewhat negative effect,Very badly,6.0,a Leaver,,,
11658,11658,8.0,40.0,56.0,Woman,English / Welsh / Scottish / Northern Irish / British,,Wales,DK or did not vote,Remain,DK or did not vote,Missing,,,,"£5,000 to £9,999 per year",Not Asked or missing,Still at school/Full time student,Teaching qualification (not degree),,D,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),Other,1.7949414076803505,2019-03-17 08:22:47,2019-03-17 08:30:18,Wrong,Very negative effect,Very negative effect,Very badly,10.0,a Remainer,,,
11659,11659,8.0,41.0,44.0,Woman,Prefer not to say,,East of England,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,16,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6481607122993627,2019-03-18 08:48:14,2019-03-18 09:06:35,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,1.0,a Remainer,,,
11660,11660,8.0,42.0,39.0,Woman,English / Welsh / Scottish / Northern Irish / British,,Scotland,SNP,Remain,SNP,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.733478388235177,2019-03-17 12:23:51,2019-03-17 12:51:00,Wrong,Somewhat negative effect,Don't know,Very badly,2.0,a Remainer,,,
11661,11661,8.0,43.0,44.0,Man,Any other White background,,South East,Conservative,Remain,Liberal Democrat,Missing,,,,"£70,000 to £99,999 per year",Not Asked or missing,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",,B,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.183388378797774,2019-03-17 11:04:29,2019-03-17 11:22:46,Wrong,Very negative effect,Somewhat negative effect,Very badly,1.0,a Remainer,,,
11662,11662,8.0,44.0,32.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,Other,Remain,Labour,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.267655813782748,2019-03-17 11:02:29,2019-03-17 11:10:42,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,0.0,Neither a Leaver nor a Remainer,,,
11663,11663,8.0,45.0,71.0,Man,English / Welsh / Scottish / Northern Irish / British,,Scotland,Conservative,Leave,Conservative,Missing,,,,"£30,000 to £34,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9101178035026616,2019-03-17 09:10:38,2019-03-17 09:18:55,Right,Very positive effect,Neither positive nor negative,Fairly well,5.0,a Leaver,,,
11664,11664,8.0,46.0,50.0,Woman,English / Welsh / Scottish / Northern Irish / British,,West Midlands,Labour,Leave,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,16,CSE grades 2-5,,C1,Not working,Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.790831300065841,2019-03-17 09:53:20,2019-03-17 09:59:48,Right,Neither positive nor negative,Don't know,Very badly,5.0,a Leaver,,,
11665,11665,8.0,47.0,67.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South West,Conservative,Leave,Conservative,Missing,,,,"£20,000 to £24,999 per year",Not Asked or missing,20+,"Other technical, professional or higher qualification",,A,Retired,Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9588667674162322,2019-03-17 10:28:32,2019-03-17 10:41:49,Right,Somewhat positive effect,Somewhat positive effect,Very badly,0.0,a Leaver,,,
11666,11666,8.0,48.0,47.0,Man,English / Welsh / Scottish / Northern Irish / British,,Yorkshire and the Humber,Labour,Leave,Labour,Missing,,,,"£45,000 to £49,999 per year",Not Asked or missing,16,"Other technical, professional or higher qualification",,B,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9121693654465328,2019-03-17 07:50:29,2019-03-17 07:58:29,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly badly,3.0,a Leaver,,,
11667,11667,8.0,49.0,66.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South East,UKIP,Leave,Conservative,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,17-18,"Other technical, professional or higher qualification",,C2,Retired,Other,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.0029601567606612,2019-03-17 11:55:52,2019-03-17 12:06:30,Right,Very positive effect,Very positive effect,Fairly well,9.0,a Leaver,,,
11668,11668,8.0,50.0,62.0,Man,English / Welsh / Scottish / Northern Irish / British,,South West,UKIP,Leave,Labour,Missing,,,,"£10,000 to £14,999 per year",Not Asked or missing,16,No formal qualifications,,E,Not working,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.024337429265428,2019-03-17 11:00:53,2019-03-17 11:31:55,Right,Don't know,Don't know,Very badly,4.0,a Leaver,,,
11669,11669,8.0,51.0,66.0,Man,English / Welsh / Scottish / Northern Irish / British,,North West,UKIP,Remain,Conservative,Missing,,,,"£35,000 to £39,999 per year",Not Asked or missing,16,ONC,,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)",1.479535596780457,2019-03-17 11:29:38,2019-03-17 11:37:08,Right,Neither positive nor negative,Neither positive nor negative,Fairly badly,2.0,a Leaver,,,
11670,11670,8.0,52.0,48.0,Man,English / Welsh / Scottish / Northern Irish / British,,South East,Conservative,Remain,Conservative,Missing,,,,Prefer not to answer,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,E,Not working,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1015544211066626,2019-03-17 09:08:32,2019-03-17 09:23:53,Right,Don't know,Neither positive nor negative,Fairly badly,6.0,Neither a Leaver nor a Remainer,,,
11671,11671,8.0,53.0,53.0,Woman,English / Welsh / Scottish / Northern Irish / British,,South West,Conservative,Remain,Labour,Missing,,,,Don't know,Not Asked or missing,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",,C2,Working part time (8-29 hours a week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.9378764847289764,2019-03-17 10:09:33,2019-03-17 10:16:12,Don’t know,Somewhat positive effect,Somewhat positive effect,Very badly,10.0,Neither a Leaver nor a Remainer,,,
