age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
70,"Woman","East of England","Missing","Leave","","","Not Asked or missing","£35,000 to £39,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",9,"a Leaver"
72,"Man","Scotland","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","Other technical, professional or higher qualification","C2","Retired","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Very well",7,"a Leaver"
47,"Woman","East of England","Missing","Remain","","","Not Asked or missing","£70,000 to £99,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working part time (8-29 hours a week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
62,"Woman","South East","Missing","Leave","","","Not Asked or missing","£40,000 to £44,999 per year","","City & Guilds certificate","A","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very well",4,"a Leaver"
66,"Man","North West","Missing","Did not vote","","","Not Asked or missing","£10,000 to £14,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Don't know",7,"Neither a Leaver nor a Remainer"
85,"Woman","Yorkshire and the Humber","Missing","Leave","","","Not Asked or missing","£15,000 to £19,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly well",8,"a Leaver"
39,"Man","North West","Missing","Cannot remember","","","Not Asked or missing","£45,000 to £49,999 per year","","Teaching qualification (not degree)","B","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
68,"Man","West Midlands","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Somewhat positive effect","Don't know",3,"a Leaver"
68,"Man","East Midlands","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","City & Guilds certificate - advanced","E","Retired","","Other","Right","Very positive effect","Very positive effect","Very well",10,"a Leaver"
70,"Man","East of England","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","University diploma","C1","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly well",4,"a Leaver"
67,"Man","West Midlands","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
63,"Man","Yorkshire and the Humber","Missing","Remain","","","Not Asked or missing","£30,000 to £34,999 per year","","Other technical, professional or higher qualification","A","Working part time (8-29 hours a week)","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
60,"Man","South East","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","CSE grades 2-5","D","Not working","","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
56,"Man","East Midlands","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat positive effect","Neither positive nor negative","Don't know",2,"a Remainer"
71,"Man","South West","Missing","Remain","","","Not Asked or missing","£35,000 to £39,999 per year","","City & Guilds certificate - advanced","A","Retired","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
41,"Woman","Scotland","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","C1","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly badly",2,"Neither a Leaver nor a Remainer"
36,"Man","East of England","Missing","Leave","","","Not Asked or missing","£70,000 to £99,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
66,"Man","Scotland","Missing","Remain","","","Not Asked or missing","£15,000 to £19,999 per year","","Recognised trade apprenticeship completed","E","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",0,"a Remainer"
58,"Man","South East","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","Clerical and commercial","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Very well",2,"a Leaver"
58,"Woman","North West","Missing","Did not vote","","","Not Asked or missing","Prefer not to answer","","University diploma","C1","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
