,Index,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
1612,1612,2.0,12.0,50.0,Man,,,London,Conservative,Leave,Conservative,Missing,,10.0,None,"£30,000 to £34,999 per year","£30,000 to £34,999 per year",20+,GCE A level or Higher Certificate,99.0,B,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9448225827588188,2017-06-13 20:16:40,2017-06-13 20:23:46,Right,Very positive effect,Neither positive nor negative,Fairly well,7.0,a Leaver,,,
1613,1613,2.0,13.0,69.0,Man,,,East of England,UKIP,Leave,Conservative,Missing,,7.0,None,Don't know,Don't know,20+,Teaching qualification (not degree),99.0,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8399102110956709,2017-06-14 09:36:13,2017-06-14 09:44:47,Right,Somewhat positive effect,Very positive effect,Don't know,10.0,a Leaver,,,
1614,1614,2.0,14.0,65.0,Woman,,,West Midlands,Labour,Leave,Labour,Missing,,4.0,None,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",15 or under,"Other technical, professional or higher qualification",99.0,D,Working part time (8-29 hours a week),Other public sector employer (e.g. Central Government),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.8720566377485681,2017-06-13 17:12:37,2017-06-13 17:21:42,Don’t know,Somewhat positive effect,Neither positive nor negative,Very badly,5.0,a Leaver,,,
1615,1615,2.0,15.0,52.0,Man,,,Yorkshire and the Humber,Labour,Remain,Labour,Missing,,9.0,The Guardian,"£25,000 to £29,999 per year","£30,000 to £34,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",99.0,B,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9737867568112112,2017-06-13 16:27:52,2017-06-13 16:34:59,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
1616,1616,2.0,16.0,75.0,Man,,,South East,Conservative,Leave,Conservative,Missing,,7.0,The Daily Telegraph,Prefer not to answer,Prefer not to answer,16,"CSE grade 1, GCE O level, GCSE, School Certificate",99.0,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8399102110956709,2017-06-14 10:30:00,2017-06-14 10:38:26,Right,Somewhat positive effect,Somewhat negative effect,Fairly badly,7.0,a Leaver,,,
1617,1617,2.0,17.0,39.0,Woman,,,Scotland,SNP,Leave,DK or did not vote,Missing,,2.0,The Daily Mail / The Scottish Daily Mail,"£30,000 to £34,999 per year","£30,000 to £34,999 per year",17-18,Scottish Higher Certificate,99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.7624928213885598,2017-06-13 17:59:14,2017-06-13 18:09:54,Right,Very positive effect,Somewhat positive effect,Fairly badly,10.0,a Leaver,,,
1618,1618,2.0,18.0,64.0,Man,,,Yorkshire and the Humber,UKIP,Leave,DK or did not vote,Missing,,2.0,None,"£15,000 to £19,999 per year","£15,000 to £19,999 per year",16,City & Guilds certificate,99.0,C2,Working part time (8-29 hours a week),Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.9598688710561345,2017-06-14 09:55:12,2017-06-14 10:06:07,Right,Very positive effect,Neither positive nor negative,Very badly,8.0,a Leaver,,,
1619,1619,2.0,19.0,60.0,Woman,,,North West,Conservative,Leave,Conservative,Missing,,6.0,None,"£25,000 to £29,999 per year","£25,000 to £29,999 per year",17-18,"Other technical, professional or higher qualification",99.0,C2,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",1.2173458724663946,2017-06-14 08:44:24,2017-06-14 08:59:21,Right,Somewhat positive effect,Somewhat positive effect,Fairly badly,7.0,a Leaver,,,
1620,1620,2.0,20.0,71.0,Woman,,,West Midlands,Conservative,Leave,Conservative,Missing,,6.0,The Daily Mail / The Scottish Daily Mail,"£25,000 to £29,999 per year","£25,000 to £29,999 per year",15 or under,No formal qualifications,99.0,C2,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.5037429075446376,2017-06-14 12:18:39,2017-06-14 12:34:41,Right,Very positive effect,Very positive effect,Very well,10.0,a Leaver,,,
1621,1621,2.0,21.0,41.0,Man,,,East Midlands,Labour,Leave,Liberal Democrat,Missing,,7.0,The Guardian,Prefer not to answer,Don't know,20+,"Other technical, professional or higher qualification",99.0,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.4470848758068242,2017-06-13 19:15:31,2017-06-13 19:20:28,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly badly,4.0,a Remainer,,,
1622,1622,2.0,22.0,44.0,Man,,,Scotland,DK or did not vote,Remain,DK or did not vote,Missing,,5.0,None,Don't know,Don't know,Can't remember,Don't know,99.0,D,Other,Private sector firm or company (e.g. limited companies and Plcs),Have never worked,0.7394223419096765,2017-06-13 23:43:32,2017-06-13 23:46:27,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,
1623,1623,2.0,23.0,52.0,Man,,,North East,Conservative,Remain,Conservative,Missing,,7.0,The Independent,"£40,000 to £44,999 per year","£50,000 to £59,999 per year",20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.2839064069350772,2017-06-13 18:30:06,2017-06-13 18:34:50,Wrong,Somewhat negative effect,Don't know,Fairly badly,7.0,Neither a Leaver nor a Remainer,,,
1624,1624,2.0,24.0,46.0,Man,,,West Midlands,Labour,Remain,Labour,Missing,,4.0,None,"under £5,000 per year","under £5,000 per year",16,GCE A level or Higher Certificate,99.0,E,Not working,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6657342877108853,2017-06-14 08:33:19,2017-06-14 08:41:46,Wrong,Somewhat negative effect,Somewhat negative effect,Very badly,6.0,Neither a Leaver nor a Remainer,,,
1625,1625,2.0,25.0,54.0,Woman,,,South West,Labour,Remain,Labour,Missing,,5.0,The Daily Mail / The Scottish Daily Mail,Don't know,"£20,000 to £24,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",99.0,D,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5487049692273596,2017-06-13 20:01:46,2017-06-13 20:12:14,Wrong,Somewhat negative effect,Don't know,Very badly,3.0,Neither a Leaver nor a Remainer,,,
1626,1626,2.0,26.0,46.0,Woman,,,South East,Conservative,Remain,Conservative,Missing,,7.0,None,"£10,000 to £14,999 per year","£30,000 to £34,999 per year",16,"CSE grade 1, GCE O level, GCSE, School Certificate",99.0,C1,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5834245933285988,2017-06-14 08:42:23,2017-06-14 08:45:32,Wrong,Don't know,Don't know,Fairly badly,5.0,a Remainer,,,
1627,1627,2.0,27.0,47.0,Man,,,South West,Conservative,Remain,Liberal Democrat,Missing,,9.0,The Daily Telegraph,Prefer not to answer,Prefer not to answer,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",99.0,A,Working part time (8-29 hours a week),Self-employed,Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7879314179090828,2017-06-13 19:42:10,2017-06-13 19:52:15,Wrong,Somewhat positive effect,Very negative effect,Fairly badly,7.0,Neither a Leaver nor a Remainer,,,
1628,1628,2.0,28.0,55.0,Woman,,,East of England,Conservative,Remain,Conservative,Missing,,6.0,The Daily Mail / The Scottish Daily Mail,Prefer not to answer,Prefer not to answer,16,Don't know,99.0,C2,Retired,Other,Have never worked,0.9995305701212504,2017-06-13 18:15:09,2017-06-13 18:26:01,Wrong,Don't know,Don't know,Fairly well,5.0,a Remainer,,,
1629,1629,2.0,29.0,39.0,Man,,,Wales,Labour,Leave,Labour,Missing,,1.0,Other Newspaper,"£15,000 to £19,999 per year","£15,000 to £19,999 per year",16,"Other technical, professional or higher qualification",99.0,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",2.1391951333538373,2017-06-14 11:13:12,2017-06-14 11:20:55,Right,Neither positive nor negative,Neither positive nor negative,Very badly,5.0,a Leaver,,,
1630,1630,2.0,30.0,70.0,Woman,,,London,Liberal Democrat,Remain,Liberal Democrat,Missing,,7.0,Other Newspaper,"£40,000 to £44,999 per year","£50,000 to £59,999 per year",17-18,"Other technical, professional or higher qualification",99.0,D,Working part time (8-29 hours a week),Charity/voluntary sector,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.5633073559666255,2017-06-14 08:36:22,2017-06-14 08:48:32,Wrong,Somewhat negative effect,Don't know,Don't know,4.0,a Remainer,,,
1631,1631,2.0,31.0,33.0,Woman,,,Scotland,Labour,Remain,Labour,Missing,,8.0,None,Prefer not to answer,Prefer not to answer,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5005729677365257,2017-06-13 17:16:28,2017-06-13 17:23:54,Wrong,Very negative effect,Neither positive nor negative,Fairly badly,0.0,Neither a Leaver nor a Remainer,,,
1632,1632,2.0,32.0,52.0,Woman,,,London,DK or did not vote,Remain,Liberal Democrat,Missing,,6.0,The Guardian,"£10,000 to £14,999 per year","£25,000 to £29,999 per year",19,GCE A level or Higher Certificate,99.0,E,Not working,Private sector firm or company (e.g. limited companies and Plcs),Other,1.313159196718789,2017-06-13 16:36:38,2017-06-13 16:41:12,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
1633,1633,2.0,33.0,46.0,Man,,,Scotland,Conservative,Remain,Conservative,Missing,,3.0,None,"£30,000 to £34,999 per year","£70,000 to £99,999 per year",17-18,GCE A level or Higher Certificate,99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8318544560779392,2017-06-13 20:40:39,2017-06-13 20:48:02,Wrong,Very negative effect,Somewhat negative effect,Don't know,4.0,a Remainer,,,
1634,1634,2.0,34.0,66.0,Woman,,,South East,Conservative,Leave,Conservative,Missing,,6.0,None,Don't know,Don't know,15 or under,No formal qualifications,99.0,B,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.1872077474977951,2017-06-13 19:07:21,2017-06-13 19:16:39,Right,Very positive effect,Neither positive nor negative,Fairly well,10.0,a Leaver,,,
1635,1635,2.0,35.0,48.0,Man,,,Yorkshire and the Humber,UKIP,Leave,Conservative,Missing,,7.0,None,Prefer not to answer,"£60,000 to £69,999 per year",Still at school/Full time student,City & Guilds certificate,99.0,C2,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.741598990060901,2017-06-13 17:05:10,2017-06-13 17:11:34,Right,Very positive effect,Neither positive nor negative,Very well,10.0,a Leaver,,,
1636,1636,2.0,36.0,77.0,Man,,,South West,Labour,Remain,DK or did not vote,Missing,,7.0,None,"£5,000 to £9,999 per year","£50,000 to £59,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",99.0,B,Retired,Self-employed,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5220625366624267,2017-06-13 18:24:18,2017-06-13 18:35:58,Wrong,Very negative effect,Neither positive nor negative,Very badly,5.0,a Remainer,,,
1637,1637,2.0,37.0,49.0,Man,,,Scotland,Green,Remain,Labour,Missing,,7.0,Other Newspaper,"£60,000 to £69,999 per year","£60,000 to £69,999 per year",17-18,GCE A level or Higher Certificate,99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.5678346091450295,2017-06-14 10:49:19,2017-06-14 10:59:06,Wrong,Somewhat negative effect,Neither positive nor negative,Very badly,2.0,a Remainer,,,
1638,1638,2.0,38.0,72.0,Man,,,South East,Conservative,Leave,Conservative,Missing,,8.0,The Daily Telegraph,"£40,000 to £44,999 per year","£50,000 to £59,999 per year",17-18,GCE A level or Higher Certificate,99.0,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.7598730304076725,2017-06-13 20:08:29,2017-06-13 20:16:40,Right,Somewhat positive effect,Neither positive nor negative,Fairly badly,5.0,a Leaver,,,
1639,1639,2.0,39.0,76.0,Man,,,South East,UKIP,Leave,Conservative,Missing,,10.0,The Daily Mail / The Scottish Daily Mail,"£40,000 to £44,999 per year","£50,000 to £59,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",99.0,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7598730304076725,2017-06-13 17:15:16,2017-06-13 17:28:47,Right,Somewhat positive effect,Somewhat negative effect,Fairly well,10.0,a Leaver,,,
1640,1640,2.0,40.0,48.0,Man,,,Wales,Conservative,Remain,Conservative,Missing,,5.0,None,"£20,000 to £24,999 per year",Prefer not to answer,16,City & Guilds certificate,99.0,D,Working full time (30 or more hours per week),Self-employed,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",1.2092866578212995,2017-06-14 09:21:23,2017-06-14 09:28:55,Wrong,Somewhat negative effect,Neither positive nor negative,Fairly well,3.0,Neither a Leaver nor a Remainer,,,
1641,1641,2.0,41.0,66.0,Woman,,,South East,Conservative,Remain,Conservative,Missing,,7.0,The Times,"£45,000 to £49,999 per year","£45,000 to £49,999 per year",17-18,GCE A level or Higher Certificate,99.0,B,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.9703118654369468,2017-06-13 18:10:13,2017-06-13 18:17:13,Wrong,Somewhat negative effect,Neither positive nor negative,Don't know,8.0,Neither a Leaver nor a Remainer,,,
1642,1642,2.0,42.0,66.0,Woman,,,Yorkshire and the Humber,DK or did not vote,Leave,Conservative,Missing,,3.0,None,"£10,000 to £14,999 per year","£20,000 to £24,999 per year",19,GCE A level or Higher Certificate,99.0,C1,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1445826680666913,2017-06-14 09:25:00,2017-06-14 09:48:38,Right,Somewhat positive effect,Neither positive nor negative,Don't know,9.0,Neither a Leaver nor a Remainer,,,
1643,1643,2.0,43.0,68.0,Woman,,,Yorkshire and the Humber,Conservative,Leave,Conservative,Missing,,3.0,The Daily Mail / The Scottish Daily Mail,"£25,000 to £29,999 per year","£50,000 to £59,999 per year",20+,Teaching qualification (not degree),99.0,B,Retired,Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.1817598978003705,2017-06-13 16:30:34,2017-06-13 16:56:54,Right,Somewhat positive effect,Don't know,Fairly badly,2.0,a Leaver,,,
1644,1644,2.0,44.0,38.0,Woman,,,East Midlands,Conservative,Remain,Conservative,Missing,,6.0,None,"£20,000 to £24,999 per year","£40,000 to £44,999 per year",16,Clerical and commercial,99.0,C1,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.6025871567764468,2017-06-14 09:12:47,2017-06-14 09:19:47,Wrong,Somewhat negative effect,Don't know,Fairly badly,5.0,a Remainer,,,
1645,1645,2.0,45.0,69.0,Woman,,,South East,UKIP,Leave,Conservative,Missing,,5.0,None,Don't know,Don't know,Can't remember,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",99.0,C2,Retired,Self-employed,"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.4559231547486682,2017-06-14 08:41:35,2017-06-14 08:52:18,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,,,
1646,1646,2.0,46.0,37.0,Woman,,,North West,Labour,Leave,Labour,Missing,,0.0,None,"£25,000 to £29,999 per year","£30,000 to £34,999 per year",15 or under,City & Guilds certificate - advanced,99.0,C1,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.6801436112369958,2017-06-13 16:14:18,2017-06-13 16:17:26,Right,Somewhat positive effect,Neither positive nor negative,Very badly,7.0,a Leaver,,,
1647,1647,2.0,47.0,37.0,Woman,,,East Midlands,Conservative,Remain,Labour,Missing,,0.0,The Daily Telegraph,"£15,000 to £19,999 per year","£60,000 to £69,999 per year",20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",99.0,B,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.867879521438575,2017-06-13 18:20:03,2017-06-13 18:25:15,Wrong,Don't know,Don't know,Fairly badly,5.0,a Remainer,,,
1648,1648,2.0,48.0,60.0,Woman,,,East of England,Labour,Leave,DK or did not vote,Missing,,5.0,None,Prefer not to answer,"£35,000 to £39,999 per year",15 or under,No formal qualifications,99.0,E,Not working,Other,Have never worked,0.7496579016889486,2017-06-13 21:31:45,2017-06-13 21:45:20,Right,Very positive effect,Very positive effect,Fairly well,5.0,a Leaver,,,
1649,1649,2.0,49.0,77.0,Woman,,,South East,Conservative,Leave,Conservative,Missing,,7.0,The Express,Prefer not to answer,Prefer not to answer,16,GCE A level or Higher Certificate,99.0,B,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1872077474977951,2017-06-13 19:21:10,2017-06-13 19:30:56,Right,Somewhat positive effect,Neither positive nor negative,Don't know,7.0,a Leaver,,,
1650,1650,2.0,50.0,66.0,Woman,,,Yorkshire and the Humber,Conservative,Leave,Conservative,Missing,,7.0,Other local daily morning newspaper,"£15,000 to £19,999 per year","£50,000 to £59,999 per year",17-18,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",99.0,B,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1817598978003705,2017-06-13 16:15:36,2017-06-13 16:24:19,Right,Neither positive nor negative,Neither positive nor negative,Fairly badly,10.0,a Leaver,,,
1651,1651,2.0,51.0,54.0,Man,,,South East,Green,Leave,Green,Missing,,8.0,The Sun,"£5,000 to £9,999 per year","£5,000 to £9,999 per year",16,"CSE grade 1, GCE O level, GCSE, School Certificate",99.0,E,Not working,Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.6907260875462844,2017-06-13 21:16:26,2017-06-13 21:26:49,Right,Very positive effect,Neither positive nor negative,Fairly badly,10.0,a Leaver,,,
1652,1652,2.0,52.0,79.0,Man,,,North West,Labour,Leave,Labour,Missing,,5.0,The Daily Mail / The Scottish Daily Mail,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",17-18,"Other technical, professional or higher qualification",99.0,A,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7236687166951099,2017-06-13 20:51:47,2017-06-13 20:58:22,Right,Neither positive nor negative,Neither positive nor negative,Don't know,5.0,a Leaver,,,
1653,1653,2.0,53.0,78.0,Woman,,,East of England,Conservative,Leave,Conservative,Missing,,8.0,The Daily Telegraph,Prefer not to answer,Prefer not to answer,20+,Teaching qualification (not degree),99.0,B,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.0402861308116345,2017-06-13 18:07:15,2017-06-13 18:26:49,Right,Somewhat positive effect,Somewhat positive effect,Fairly well,6.0,a Leaver,,,
